,state_id,cat_id,d,revenue
101,CA,FOODS,102,17326.579999999933
102,CA,FOODS,103,15388.93999999991
103,CA,FOODS,104,14811.53999999988
104,CA,FOODS,105,17163.189999999937
105,CA,FOODS,106,19654.559999999896
106,CA,FOODS,107,21692.529999999857
107,CA,FOODS,108,15108.629999999897
108,CA,FOODS,109,13613.70999999992
109,CA,FOODS,110,13119.679999999913
110,CA,FOODS,111,13408.76999999992
111,CA,FOODS,112,15541.369999999904
112,CA,FOODS,113,18698.36999999988
113,CA,FOODS,114,19955.299999999894
114,CA,FOODS,115,15558.599999999902
115,CA,FOODS,116,14049.749999999905
116,CA,FOODS,117,14210.269999999913
117,CA,FOODS,118,14284.79999999992
118,CA,FOODS,119,15906.349999999919
119,CA,FOODS,120,17616.619999999908
120,CA,FOODS,121,17639.81999999988
121,CA,FOODS,122,17377.929999999888
122,CA,FOODS,123,13689.229999999921
123,CA,FOODS,124,15770.9099999999
124,CA,FOODS,125,15739.3299999999
125,CA,FOODS,126,18936.289999999903
126,CA,FOODS,127,22300.569999999872
127,CA,FOODS,128,23063.069999999847
128,CA,FOODS,129,17984.73999999991
129,CA,FOODS,130,18453.12999999988
130,CA,FOODS,131,17583.3999999999
131,CA,FOODS,132,16844.88999999988
132,CA,FOODS,133,20148.33999999986
133,CA,FOODS,134,19991.699999999888
134,CA,FOODS,135,22833.00999999988
135,CA,FOODS,136,18252.679999999877
136,CA,FOODS,137,17021.71999999988
137,CA,FOODS,138,17470.389999999898
138,CA,FOODS,139,16346.809999999858
139,CA,FOODS,140,17814.95999999986
140,CA,FOODS,141,20110.24999999984
141,CA,FOODS,142,18862.36999999986
142,CA,FOODS,143,18280.149999999885
143,CA,FOODS,144,16233.489999999876
144,CA,FOODS,145,16387.4799999999
145,CA,FOODS,146,16861.37999999986
146,CA,FOODS,147,17720.799999999897
147,CA,FOODS,148,18655.939999999842
148,CA,FOODS,149,20836.5199999999
149,CA,FOODS,150,16870.45999999988
150,CA,FOODS,151,13523.439999999919
151,CA,FOODS,152,14067.90999999989
152,CA,FOODS,153,15988.599999999884
153,CA,FOODS,154,21520.029999999886
154,CA,FOODS,155,23998.239999999823
155,CA,FOODS,156,22092.549999999843
156,CA,FOODS,157,18301.809999999856
157,CA,FOODS,158,20990.609999999833
158,CA,FOODS,159,20149.33999999987
159,CA,FOODS,160,21010.079999999904
160,CA,FOODS,161,21949.569999999898
161,CA,FOODS,162,23712.509999999846
162,CA,FOODS,163,24676.539999999808
163,CA,FOODS,164,18206.0799999999
164,CA,FOODS,165,15994.769999999908
165,CA,FOODS,166,16128.589999999876
166,CA,FOODS,167,16415.049999999865
167,CA,FOODS,168,18265.14999999988
168,CA,FOODS,169,21695.009999999853
169,CA,FOODS,170,22772.299999999872
170,CA,FOODS,171,17561.60999999989
171,CA,FOODS,172,15836.319999999896
172,CA,FOODS,173,16747.659999999898
173,CA,FOODS,174,16653.389999999887
174,CA,FOODS,175,19079.44999999987
175,CA,FOODS,176,21846.9599999999
176,CA,FOODS,177,22171.769999999848
177,CA,FOODS,178,16659.39999999987
178,CA,FOODS,179,15446.209999999895
179,CA,FOODS,180,15192.329999999893
180,CA,FOODS,181,15188.529999999884
181,CA,FOODS,182,17886.79999999984
182,CA,FOODS,183,19884.94999999986
183,CA,FOODS,184,21348.12999999986
184,CA,FOODS,185,18481.199999999877
185,CA,FOODS,186,18214.78999999988
186,CA,FOODS,187,18492.8699999999
187,CA,FOODS,188,18028.059999999907
188,CA,FOODS,189,18944.259999999922
189,CA,FOODS,190,20556.92999999988
190,CA,FOODS,191,24183.26999999986
191,CA,FOODS,192,20157.289999999855
192,CA,FOODS,193,19846.659999999894
193,CA,FOODS,194,20420.0999999999
194,CA,FOODS,195,18368.969999999885
195,CA,FOODS,196,19974.359999999862
196,CA,FOODS,197,23949.479999999872
197,CA,FOODS,198,25469.779999999846
198,CA,FOODS,199,19087.989999999896
199,CA,FOODS,200,17850.999999999854
200,CA,FOODS,201,17010.62999999989
201,CA,FOODS,202,16992.969999999877
202,CA,FOODS,203,18198.499999999873
203,CA,FOODS,204,22210.06999999984
204,CA,FOODS,205,26577.82999999985
205,CA,FOODS,206,18769.829999999885
206,CA,FOODS,207,16585.029999999897
207,CA,FOODS,208,16195.81999999987
208,CA,FOODS,209,15818.15999999989
209,CA,FOODS,210,17564.479999999847
210,CA,FOODS,211,22212.469999999856
211,CA,FOODS,212,24492.099999999835
212,CA,FOODS,213,16989.8499999999
213,CA,FOODS,214,14141.88999999991
214,CA,FOODS,215,14727.639999999908
215,CA,FOODS,216,17746.21999999989
216,CA,FOODS,217,20136.109999999855
217,CA,FOODS,218,23459.229999999865
218,CA,FOODS,219,21958.729999999818
219,CA,FOODS,220,23298.999999999836
220,CA,FOODS,221,20026.70999999986
221,CA,FOODS,222,18515.239999999856
222,CA,FOODS,223,18664.959999999865
223,CA,FOODS,224,20995.489999999838
224,CA,FOODS,225,25553.009999999802
225,CA,FOODS,226,26317.199999999822
226,CA,FOODS,227,18806.369999999824
227,CA,FOODS,228,17021.519999999895
228,CA,FOODS,229,15643.619999999915
229,CA,FOODS,230,16343.019999999893
230,CA,FOODS,231,19012.089999999855
231,CA,FOODS,232,22667.209999999843
232,CA,FOODS,233,25857.62999999984
233,CA,FOODS,234,19210.339999999855
234,CA,FOODS,235,17873.639999999847
235,CA,FOODS,236,17354.92999999986
236,CA,FOODS,237,16768.499999999905
237,CA,FOODS,238,20499.43999999983
238,CA,FOODS,239,24282.19999999987
239,CA,FOODS,240,25465.489999999765
240,CA,FOODS,241,18570.389999999825
241,CA,FOODS,242,17141.81999999985
242,CA,FOODS,243,16903.64999999989
243,CA,FOODS,244,15303.089999999882
244,CA,FOODS,245,19631.219999999856
245,CA,FOODS,246,27749.1499999998
246,CA,FOODS,247,28664.74999999983
247,CA,FOODS,248,21808.399999999805
248,CA,FOODS,249,20924.24999999984
249,CA,FOODS,250,19517.61999999987
250,CA,FOODS,251,19135.919999999842
251,CA,FOODS,252,22449.099999999788
252,CA,FOODS,253,27371.51999999977
253,CA,FOODS,254,29105.78999999982
254,CA,FOODS,255,24531.349999999795
255,CA,FOODS,256,19425.649999999834
256,CA,FOODS,257,18294.76999999985
257,CA,FOODS,258,18075.419999999867
258,CA,FOODS,259,21853.449999999844
259,CA,FOODS,260,26707.579999999834
260,CA,FOODS,261,26832.99999999982
261,CA,FOODS,262,20929.809999999827
262,CA,FOODS,263,17465.219999999877
263,CA,FOODS,264,16353.509999999864
264,CA,FOODS,265,16098.519999999862
265,CA,FOODS,266,19392.69999999981
266,CA,FOODS,267,25142.619999999803
267,CA,FOODS,268,25726.769999999782
268,CA,FOODS,269,18363.55999999981
269,CA,FOODS,270,16715.11999999985
270,CA,FOODS,271,14888.679999999875
271,CA,FOODS,272,16375.959999999857
272,CA,FOODS,273,18437.24999999984
273,CA,FOODS,274,25279.62999999982
274,CA,FOODS,275,26858.289999999834
275,CA,FOODS,276,16081.059999999883
276,CA,FOODS,277,17301.169999999845
277,CA,FOODS,278,17165.499999999884
278,CA,FOODS,279,18099.58999999984
279,CA,FOODS,280,20994.829999999827
280,CA,FOODS,281,25490.589999999822
281,CA,FOODS,282,29771.919999999765
282,CA,FOODS,283,21158.39999999982
283,CA,FOODS,284,20173.17999999984
284,CA,FOODS,285,19086.569999999847
285,CA,FOODS,286,20002.169999999845
286,CA,FOODS,287,21689.939999999857
287,CA,FOODS,288,24555.429999999833
288,CA,FOODS,289,26640.48999999982
289,CA,FOODS,290,19310.659999999814
290,CA,FOODS,291,17826.98999999979
291,CA,FOODS,292,17178.85999999985
292,CA,FOODS,293,16609.28999999987
293,CA,FOODS,294,19258.529999999857
294,CA,FOODS,295,26166.33999999984
295,CA,FOODS,296,25761.689999999788
296,CA,FOODS,297,20503.04999999983
297,CA,FOODS,298,19773.789999999823
298,CA,FOODS,299,23028.079999999853
299,CA,FOODS,300,12611.039999999903
300,CA,FOODS,301,15907.729999999861
301,CA,FOODS,302,18182.37999999981
302,CA,FOODS,303,20746.289999999823
303,CA,FOODS,304,17003.689999999857
304,CA,FOODS,305,15624.089999999862
305,CA,FOODS,306,15034.499999999889
306,CA,FOODS,307,18035.66999999984
307,CA,FOODS,308,20781.949999999822
308,CA,FOODS,309,26978.529999999773
309,CA,FOODS,310,28831.299999999832
310,CA,FOODS,311,22944.689999999853
311,CA,FOODS,312,20381.579999999856
312,CA,FOODS,313,19574.599999999857
313,CA,FOODS,314,20736.469999999867
314,CA,FOODS,315,22018.149999999867
315,CA,FOODS,316,27749.019999999757
316,CA,FOODS,317,28572.449999999833
317,CA,FOODS,318,22752.839999999833
318,CA,FOODS,319,20360.59999999985
319,CA,FOODS,320,19093.849999999857
320,CA,FOODS,321,21016.36999999986
321,CA,FOODS,322,21355.74999999985
322,CA,FOODS,323,25941.96999999983
323,CA,FOODS,324,26939.03999999981
324,CA,FOODS,325,21784.999999999844
325,CA,FOODS,326,20892.459999999795
326,CA,FOODS,327,21040.71999999986
327,CA,FOODS,328,21607.179999999815
328,CA,FOODS,329,27040.669999999835
329,CA,FOODS,330,22100.209999999814
330,CA,FOODS,331,10.88
331,CA,FOODS,332,19891.279999999864
332,CA,FOODS,333,18490.97999999984
333,CA,FOODS,334,18842.129999999834
334,CA,FOODS,335,19381.179999999877
335,CA,FOODS,336,25544.929999999877
336,CA,FOODS,337,25021.659999999836
337,CA,FOODS,338,16795.269999999866
338,CA,FOODS,339,26012.849999999842
339,CA,FOODS,340,21186.499999999894
340,CA,FOODS,341,19342.159999999898
341,CA,FOODS,342,21244.999999999858
342,CA,FOODS,343,21305.979999999887
343,CA,FOODS,344,28892.13999999984
344,CA,FOODS,345,31873.359999999822
345,CA,FOODS,346,24502.6899999998
346,CA,FOODS,347,21091.269999999877
347,CA,FOODS,348,18972.95999999986
348,CA,FOODS,349,17867.70999999983
349,CA,FOODS,350,22234.549999999836
350,CA,FOODS,351,26310.96999999986
351,CA,FOODS,352,27392.40999999982
352,CA,FOODS,353,24233.56999999983
353,CA,FOODS,354,18559.94999999986
354,CA,FOODS,355,19363.919999999875
355,CA,FOODS,356,18658.589999999862
356,CA,FOODS,357,20737.769999999822
357,CA,FOODS,358,30999.989999999852
358,CA,FOODS,359,25875.509999999795
359,CA,FOODS,360,19075.31999999982
360,CA,FOODS,361,18997.079999999823
361,CA,FOODS,362,17559.409999999843
362,CA,FOODS,363,16493.70999999986
363,CA,FOODS,364,19712.20999999986
364,CA,FOODS,365,24935.499999999804
365,CA,FOODS,366,27989.289999999855
366,CA,FOODS,367,20311.30999999983
367,CA,FOODS,368,20738.209999999814
368,CA,FOODS,369,21722.199999999884
369,CA,FOODS,370,23072.399999999838
370,CA,FOODS,371,26402.91999999987
371,CA,FOODS,372,35201.2799999999
372,CA,FOODS,373,31755.229999999832
373,CA,FOODS,374,24705.209999999868
374,CA,FOODS,375,23533.239999999794
375,CA,FOODS,376,22763.94999999987
376,CA,FOODS,377,23170.109999999837
377,CA,FOODS,378,25735.629999999837
378,CA,FOODS,379,33902.899999999936
379,CA,FOODS,380,33567.48999999988
380,CA,FOODS,381,26823.819999999807
381,CA,FOODS,382,18394.34999999985
382,CA,FOODS,383,18664.579999999867
383,CA,FOODS,384,18367.74999999986
384,CA,FOODS,385,22884.869999999875
385,CA,FOODS,386,29303.10999999985
386,CA,FOODS,387,28352.029999999842
387,CA,FOODS,388,25531.879999999834
388,CA,FOODS,389,19881.399999999863
389,CA,FOODS,390,18475.219999999856
390,CA,FOODS,391,18762.229999999858
391,CA,FOODS,392,23045.059999999852
392,CA,FOODS,393,27496.889999999843
393,CA,FOODS,394,28726.999999999884
394,CA,FOODS,395,20973.99999999985
395,CA,FOODS,396,18416.97999999987
396,CA,FOODS,397,18482.7499999999
397,CA,FOODS,398,22454.189999999857
398,CA,FOODS,399,25069.44999999993
399,CA,FOODS,400,31562.05999999982
400,CA,FOODS,401,33908.98999999993
401,CA,FOODS,402,26792.929999999906
402,CA,FOODS,403,25249.78999999991
403,CA,FOODS,404,24233.92999999991
404,CA,FOODS,405,24214.88999999989
405,CA,FOODS,406,26694.13999999986
406,CA,FOODS,407,32652.539999999848
407,CA,FOODS,408,34843.66999999995
408,CA,FOODS,409,25821.52999999984
409,CA,FOODS,410,20978.75999999988
410,CA,FOODS,411,20043.149999999896
411,CA,FOODS,412,21356.669999999885
412,CA,FOODS,413,22376.43999999987
413,CA,FOODS,414,30542.60999999988
414,CA,FOODS,415,30878.879999999834
415,CA,FOODS,416,22351.909999999873
416,CA,FOODS,417,19688.729999999898
417,CA,FOODS,418,19661.83999999986
418,CA,FOODS,419,20419.329999999933
419,CA,FOODS,420,22231.00999999988
420,CA,FOODS,421,28907.75999999988
421,CA,FOODS,422,31828.319999999854
422,CA,FOODS,423,22492.269999999866
423,CA,FOODS,424,18426.629999999877
424,CA,FOODS,425,20216.609999999866
425,CA,FOODS,426,18870.76999999989
426,CA,FOODS,427,24659.76999999989
427,CA,FOODS,428,29130.13999999982
428,CA,FOODS,429,32401.239999999838
429,CA,FOODS,430,25804.47999999988
430,CA,FOODS,431,26293.1199999999
431,CA,FOODS,432,23861.4799999999
432,CA,FOODS,433,24562.80999999989
433,CA,FOODS,434,29223.97999999987
434,CA,FOODS,435,36989.67000000012
435,CA,FOODS,436,28607.359999999866
436,CA,FOODS,437,26002.229999999894
437,CA,FOODS,438,23817.979999999905
438,CA,FOODS,439,21794.109999999877
439,CA,FOODS,440,20260.539999999914
440,CA,FOODS,441,23222.149999999914
441,CA,FOODS,442,28745.199999999866
442,CA,FOODS,443,28486.32999999985
443,CA,FOODS,444,21379.269999999877
444,CA,FOODS,445,19579.889999999894
445,CA,FOODS,446,19486.889999999847
446,CA,FOODS,447,19681.979999999876
447,CA,FOODS,448,23660.28999999988
448,CA,FOODS,449,29504.729999999832
449,CA,FOODS,450,30203.139999999905
450,CA,FOODS,451,21274.449999999862
451,CA,FOODS,452,19966.109999999877
452,CA,FOODS,453,18970.23999999985
453,CA,FOODS,454,19038.069999999872
454,CA,FOODS,455,22618.259999999827
455,CA,FOODS,456,26328.89999999982
456,CA,FOODS,457,29261.319999999814
457,CA,FOODS,458,21831.379999999863
458,CA,FOODS,459,22799.47999999987
459,CA,FOODS,460,21789.47999999986
460,CA,FOODS,461,24162.829999999838
461,CA,FOODS,462,26149.15999999989
462,CA,FOODS,463,28488.05999999983
463,CA,FOODS,464,32394.20999999987
464,CA,FOODS,465,29404.689999999828
465,CA,FOODS,466,25648.32999999983
466,CA,FOODS,467,24374.05999999985
467,CA,FOODS,468,24455.859999999888
468,CA,FOODS,469,26482.19999999984
469,CA,FOODS,470,32173.799999999832
470,CA,FOODS,471,25910.329999999864
471,CA,FOODS,472,23554.779999999817
472,CA,FOODS,473,23532.81999999987
473,CA,FOODS,474,22226.179999999884
474,CA,FOODS,475,21815.229999999887
475,CA,FOODS,476,25425.16999999988
476,CA,FOODS,477,29817.199999999837
477,CA,FOODS,478,32551.309999999856
478,CA,FOODS,479,23346.33999999987
479,CA,FOODS,480,20838.599999999886
480,CA,FOODS,481,19906.189999999868
481,CA,FOODS,482,21405.21999999986
482,CA,FOODS,483,25546.699999999844
483,CA,FOODS,484,27298.209999999865
484,CA,FOODS,485,25212.289999999863
485,CA,FOODS,486,25935.97999999987
486,CA,FOODS,487,21577.209999999854
487,CA,FOODS,488,20752.99999999986
488,CA,FOODS,489,22146.35999999988
489,CA,FOODS,490,27010.729999999792
490,CA,FOODS,491,32638.91999999981
491,CA,FOODS,492,32562.989999999863
492,CA,FOODS,493,26228.309999999805
493,CA,FOODS,494,25746.079999999834
494,CA,FOODS,495,24462.699999999866
495,CA,FOODS,496,25620.04999999985
496,CA,FOODS,497,28176.89999999981
497,CA,FOODS,498,31104.29999999984
498,CA,FOODS,499,33110.1999999999
499,CA,FOODS,500,28399.799999999872
500,CA,FOODS,501,24040.309999999874
501,CA,FOODS,502,22634.619999999857
502,CA,FOODS,503,23603.549999999886
503,CA,FOODS,504,27835.929999999833
504,CA,FOODS,505,31499.77999999976
505,CA,FOODS,506,28008.899999999823
506,CA,FOODS,507,24787.14999999981
507,CA,FOODS,508,23325.729999999898
508,CA,FOODS,509,21959.88999999987
509,CA,FOODS,510,22226.099999999904
510,CA,FOODS,511,26535.30999999982
511,CA,FOODS,512,28172.909999999847
512,CA,FOODS,513,29664.549999999836
513,CA,FOODS,514,23066.269999999888
514,CA,FOODS,515,19837.289999999888
515,CA,FOODS,516,19940.609999999866
516,CA,FOODS,517,21090.999999999825
517,CA,FOODS,518,24872.09999999985
518,CA,FOODS,519,27491.64999999985
519,CA,FOODS,520,30913.319999999825
520,CA,FOODS,521,25447.629999999885
521,CA,FOODS,522,27355.679999999815
522,CA,FOODS,523,23997.459999999875
523,CA,FOODS,524,23451.759999999827
524,CA,FOODS,525,27039.049999999865
525,CA,FOODS,526,29637.329999999864
526,CA,FOODS,527,32134.97999999984
527,CA,FOODS,528,27002.239999999856
528,CA,FOODS,529,25858.64999999986
529,CA,FOODS,530,23535.65999999985
530,CA,FOODS,531,23218.84999999985
531,CA,FOODS,532,25566.889999999814
532,CA,FOODS,533,29463.48999999988
533,CA,FOODS,534,30463.86999999983
534,CA,FOODS,535,22936.65999999983
535,CA,FOODS,536,22100.869999999817
536,CA,FOODS,537,20639.569999999792
537,CA,FOODS,538,22465.61999999985
538,CA,FOODS,539,25628.32999999984
539,CA,FOODS,540,28444.649999999852
540,CA,FOODS,541,30698.969999999783
541,CA,FOODS,542,23049.159999999818
542,CA,FOODS,543,21493.449999999844
543,CA,FOODS,544,21459.289999999844
544,CA,FOODS,545,20866.96999999985
545,CA,FOODS,546,23260.18999999983
546,CA,FOODS,547,24841.019999999815
547,CA,FOODS,548,25885.90999999983
548,CA,FOODS,549,21103.08999999987
549,CA,FOODS,550,21734.059999999816
550,CA,FOODS,551,23203.319999999774
551,CA,FOODS,552,24725.359999999793
552,CA,FOODS,553,27745.769999999833
553,CA,FOODS,554,29796.59999999987
554,CA,FOODS,555,32560.209999999868
555,CA,FOODS,556,26899.2499999998
556,CA,FOODS,557,24590.039999999804
557,CA,FOODS,558,24863.19999999988
558,CA,FOODS,559,25977.049999999832
559,CA,FOODS,560,28401.819999999854
560,CA,FOODS,561,32370.54999999988
561,CA,FOODS,562,32194.11999999987
562,CA,FOODS,563,25959.949999999862
563,CA,FOODS,564,24937.649999999852
564,CA,FOODS,565,24852.07999999984
565,CA,FOODS,566,24643.759999999882
566,CA,FOODS,567,26286.069999999916
567,CA,FOODS,568,33190.039999999804
568,CA,FOODS,569,35100.54999999991
569,CA,FOODS,570,25453.179999999877
570,CA,FOODS,571,23023.81999999988
571,CA,FOODS,572,21506.129999999877
572,CA,FOODS,573,20295.939999999882
573,CA,FOODS,574,24098.77999999985
574,CA,FOODS,575,29196.569999999796
575,CA,FOODS,576,31337.779999999882
576,CA,FOODS,577,22881.87999999986
577,CA,FOODS,578,20689.879999999866
578,CA,FOODS,579,19891.33999999985
579,CA,FOODS,580,20378.589999999884
580,CA,FOODS,581,25247.219999999812
581,CA,FOODS,582,31488.469999999837
582,CA,FOODS,583,30525.23999999981
583,CA,FOODS,584,31881.73999999983
584,CA,FOODS,585,23694.33999999987
585,CA,FOODS,586,23238.119999999893
586,CA,FOODS,587,22840.48999999984
587,CA,FOODS,588,25167.74999999983
588,CA,FOODS,589,30833.80999999985
589,CA,FOODS,590,34517.53999999995
590,CA,FOODS,591,26855.869999999853
591,CA,FOODS,592,23159.919999999864
592,CA,FOODS,593,20649.99999999986
593,CA,FOODS,594,21294.449999999826
594,CA,FOODS,595,23771.19999999987
595,CA,FOODS,596,30299.819999999905
596,CA,FOODS,597,32181.30999999987
597,CA,FOODS,598,21736.709999999875
598,CA,FOODS,599,20508.029999999868
599,CA,FOODS,600,18733.559999999885
600,CA,FOODS,601,20357.309999999852
601,CA,FOODS,602,23664.82999999985
602,CA,FOODS,603,29447.21999999985
603,CA,FOODS,604,29896.949999999866
604,CA,FOODS,605,21625.94999999987
605,CA,FOODS,606,20680.81999999986
606,CA,FOODS,607,19066.679999999924
607,CA,FOODS,608,20018.27999999985
608,CA,FOODS,609,23539.18999999986
609,CA,FOODS,610,29636.259999999846
610,CA,FOODS,611,31242.81999999985
611,CA,FOODS,612,25578.3999999999
612,CA,FOODS,613,25551.63999999988
613,CA,FOODS,614,24700.939999999806
614,CA,FOODS,615,22707.66999999984
615,CA,FOODS,616,24439.749999999887
616,CA,FOODS,617,30782.11999999981
617,CA,FOODS,618,31210.71999999987
618,CA,FOODS,619,25480.289999999877
619,CA,FOODS,620,22479.51999999987
620,CA,FOODS,621,21709.929999999847
621,CA,FOODS,622,19250.609999999848
622,CA,FOODS,623,22266.979999999887
623,CA,FOODS,624,26487.759999999857
624,CA,FOODS,625,27860.139999999825
625,CA,FOODS,626,21420.17999999986
626,CA,FOODS,627,17935.15999999985
627,CA,FOODS,628,17794.39999999989
628,CA,FOODS,629,17701.41999999986
629,CA,FOODS,630,20191.989999999812
630,CA,FOODS,631,25083.11999999982
631,CA,FOODS,632,26199.88999999987
632,CA,FOODS,633,18993.799999999876
633,CA,FOODS,634,16987.2699999999
634,CA,FOODS,635,15934.149999999894
635,CA,FOODS,636,16332.709999999883
636,CA,FOODS,637,19193.44999999988
637,CA,FOODS,638,24599.70999999985
638,CA,FOODS,639,25971.299999999846
639,CA,FOODS,640,19708.509999999893
640,CA,FOODS,641,20293.83999999987
641,CA,FOODS,642,17371.199999999884
642,CA,FOODS,643,18736.859999999844
643,CA,FOODS,644,21414.809999999856
644,CA,FOODS,645,27669.68999999983
645,CA,FOODS,646,28626.319999999843
646,CA,FOODS,647,22858.029999999828
647,CA,FOODS,648,20193.639999999883
648,CA,FOODS,649,20343.93999999988
649,CA,FOODS,650,20687.7299999998
650,CA,FOODS,651,24088.759999999835
651,CA,FOODS,652,29721.319999999785
652,CA,FOODS,653,28161.00999999987
653,CA,FOODS,654,22618.25999999984
654,CA,FOODS,655,18785.889999999854
655,CA,FOODS,656,17513.92999999987
656,CA,FOODS,657,18223.15999999987
657,CA,FOODS,658,21417.509999999802
658,CA,FOODS,659,26781.529999999853
659,CA,FOODS,660,25788.379999999855
660,CA,FOODS,661,20941.139999999865
661,CA,FOODS,662,21342.769999999906
662,CA,FOODS,663,23358.31999999988
663,CA,FOODS,664,13228.81999999994
664,CA,FOODS,665,13971.499999999873
665,CA,FOODS,666,18683.53999999984
666,CA,FOODS,667,21821.90999999979
667,CA,FOODS,668,19061.10999999981
668,CA,FOODS,669,17024.969999999874
669,CA,FOODS,670,15529.309999999883
670,CA,FOODS,671,16106.179999999877
671,CA,FOODS,672,18410.919999999864
672,CA,FOODS,673,28439.52999999978
673,CA,FOODS,674,25947.199999999837
674,CA,FOODS,675,24303.92999999984
675,CA,FOODS,676,20130.619999999824
676,CA,FOODS,677,19955.34999999982
677,CA,FOODS,678,20138.89999999984
678,CA,FOODS,679,23172.97999999984
679,CA,FOODS,680,27400.279999999802
680,CA,FOODS,681,29751.929999999786
681,CA,FOODS,682,24969.479999999792
682,CA,FOODS,683,20847.349999999784
683,CA,FOODS,684,18909.25999999986
684,CA,FOODS,685,19351.289999999866
685,CA,FOODS,686,21384.729999999865
686,CA,FOODS,687,26935.179999999822
687,CA,FOODS,688,27567.309999999867
688,CA,FOODS,689,21429.419999999867
689,CA,FOODS,690,21757.27999999984
690,CA,FOODS,691,19415.89999999984
691,CA,FOODS,692,21885.26999999984
692,CA,FOODS,693,22437.55999999981
693,CA,FOODS,694,27314.51999999981
694,CA,FOODS,695,25091.639999999854
695,CA,FOODS,696,22404.339999999862
696,CA,FOODS,697,13.53
697,CA,FOODS,698,18087.749999999884
