,store_id,cat_id,d,revenue
85,CA_1,FOODS,86,5075.240000000004
86,CA_1,FOODS,87,3691.390000000006
87,CA_1,FOODS,88,3527.110000000006
88,CA_1,FOODS,89,3343.150000000006
89,CA_1,FOODS,90,3521.780000000006
90,CA_1,FOODS,91,4535.250000000002
91,CA_1,FOODS,92,5817.400000000001
92,CA_1,FOODS,93,6097.97
93,CA_1,FOODS,94,5017.8
94,CA_1,FOODS,95,4987.100000000005
95,CA_1,FOODS,96,4806.6900000000005
96,CA_1,FOODS,97,3943.280000000005
97,CA_1,FOODS,98,5684.350000000004
98,CA_1,FOODS,99,6640.03999999999
99,CA_1,FOODS,100,5156.979999999999
100,CA_1,FOODS,101,5747.429999999999
101,CA_1,FOODS,102,4872.740000000002
102,CA_1,FOODS,103,4615.700000000004
103,CA_1,FOODS,104,3907.3100000000054
104,CA_1,FOODS,105,4942.180000000003
105,CA_1,FOODS,106,6425.419999999997
106,CA_1,FOODS,107,6822.489999999998
107,CA_1,FOODS,108,4231.360000000008
108,CA_1,FOODS,109,3881.5300000000025
109,CA_1,FOODS,110,3861.380000000006
110,CA_1,FOODS,111,3763.4700000000057
111,CA_1,FOODS,112,4645.430000000003
112,CA_1,FOODS,113,5700.219999999998
113,CA_1,FOODS,114,6214.849999999999
114,CA_1,FOODS,115,4180.330000000006
115,CA_1,FOODS,116,3770.9000000000037
116,CA_1,FOODS,117,3717.300000000006
117,CA_1,FOODS,118,3705.400000000006
118,CA_1,FOODS,119,4434.260000000006
119,CA_1,FOODS,120,5528.980000000005
120,CA_1,FOODS,121,5808.069999999996
121,CA_1,FOODS,122,5004.370000000002
122,CA_1,FOODS,123,3745.7800000000093
123,CA_1,FOODS,124,4420.380000000007
124,CA_1,FOODS,125,4345.460000000003
125,CA_1,FOODS,126,5611.429999999999
126,CA_1,FOODS,127,7070.429999999993
127,CA_1,FOODS,128,6885.789999999998
128,CA_1,FOODS,129,5462.630000000002
129,CA_1,FOODS,130,4938.560000000008
130,CA_1,FOODS,131,4626.320000000002
131,CA_1,FOODS,132,4753.849999999999
132,CA_1,FOODS,133,6210.179999999996
133,CA_1,FOODS,134,6154.809999999998
134,CA_1,FOODS,135,6662.509999999992
135,CA_1,FOODS,136,5463.750000000001
136,CA_1,FOODS,137,4881.2900000000045
137,CA_1,FOODS,138,4659.200000000004
138,CA_1,FOODS,139,4309.130000000005
139,CA_1,FOODS,140,5236.760000000001
140,CA_1,FOODS,141,6188.149999999995
141,CA_1,FOODS,142,5241.460000000001
142,CA_1,FOODS,143,4835.240000000002
143,CA_1,FOODS,144,4726.210000000002
144,CA_1,FOODS,145,4150.330000000008
145,CA_1,FOODS,146,4455.200000000009
146,CA_1,FOODS,147,5172.150000000003
147,CA_1,FOODS,148,5478.300000000001
148,CA_1,FOODS,149,6003.279999999993
149,CA_1,FOODS,150,4706.51
150,CA_1,FOODS,151,3640.900000000007
151,CA_1,FOODS,152,3794.5800000000086
152,CA_1,FOODS,153,4344.590000000006
153,CA_1,FOODS,154,6571.019999999999
154,CA_1,FOODS,155,7311.329999999996
155,CA_1,FOODS,156,7031.359999999994
156,CA_1,FOODS,157,5002.030000000001
157,CA_1,FOODS,158,5898.639999999998
158,CA_1,FOODS,159,5815.699999999999
159,CA_1,FOODS,160,6112.239999999998
160,CA_1,FOODS,161,6066.589999999998
161,CA_1,FOODS,162,7244.929999999989
162,CA_1,FOODS,163,7751.339999999986
163,CA_1,FOODS,164,5025.800000000002
164,CA_1,FOODS,165,4029.750000000007
165,CA_1,FOODS,166,4445.530000000003
166,CA_1,FOODS,167,4274.710000000006
167,CA_1,FOODS,168,5096.240000000002
168,CA_1,FOODS,169,6463.369999999994
169,CA_1,FOODS,170,6421.3299999999945
170,CA_1,FOODS,171,4890.920000000002
171,CA_1,FOODS,172,4365.770000000004
172,CA_1,FOODS,173,4307.410000000006
173,CA_1,FOODS,174,4496.610000000002
174,CA_1,FOODS,175,5618.709999999998
175,CA_1,FOODS,176,6201.7499999999945
176,CA_1,FOODS,177,6271.629999999995
177,CA_1,FOODS,178,4758.059999999999
178,CA_1,FOODS,179,4106.170000000008
179,CA_1,FOODS,180,3987.1500000000046
180,CA_1,FOODS,181,4090.780000000007
181,CA_1,FOODS,182,5418.160000000002
182,CA_1,FOODS,183,5236.02
183,CA_1,FOODS,184,5927.179999999995
184,CA_1,FOODS,185,4972.840000000003
185,CA_1,FOODS,186,5109.889999999999
186,CA_1,FOODS,187,5021.789999999996
187,CA_1,FOODS,188,5636.990000000002
188,CA_1,FOODS,189,6332.399999999998
189,CA_1,FOODS,190,6303.769999999997
190,CA_1,FOODS,191,7510.479999999981
191,CA_1,FOODS,192,5839.009999999994
192,CA_1,FOODS,193,5226.389999999999
193,CA_1,FOODS,194,5461.15
194,CA_1,FOODS,195,5079.980000000001
195,CA_1,FOODS,196,5606.819999999996
196,CA_1,FOODS,197,7279.129999999988
197,CA_1,FOODS,198,7465.429999999994
198,CA_1,FOODS,199,4949.859999999999
199,CA_1,FOODS,200,4661.020000000003
200,CA_1,FOODS,201,4578.670000000004
201,CA_1,FOODS,202,4836.679999999999
202,CA_1,FOODS,203,5092.410000000002
203,CA_1,FOODS,204,6320.729999999994
204,CA_1,FOODS,205,8140.709999999992
205,CA_1,FOODS,206,4814.990000000001
206,CA_1,FOODS,207,3942.650000000006
207,CA_1,FOODS,208,4298.810000000004
208,CA_1,FOODS,209,4341.790000000007
209,CA_1,FOODS,210,5019.379999999996
210,CA_1,FOODS,211,6622.189999999999
211,CA_1,FOODS,212,6616.299999999996
212,CA_1,FOODS,213,4400.020000000004
213,CA_1,FOODS,214,3538.9800000000087
214,CA_1,FOODS,215,3668.1100000000056
215,CA_1,FOODS,216,4694.810000000001
216,CA_1,FOODS,217,5699.640000000001
217,CA_1,FOODS,218,6791.559999999996
218,CA_1,FOODS,219,6669.879999999993
219,CA_1,FOODS,220,6521.829999999996
220,CA_1,FOODS,221,5389.279999999996
221,CA_1,FOODS,222,5111.219999999999
222,CA_1,FOODS,223,5353.150000000001
223,CA_1,FOODS,224,6100.249999999994
224,CA_1,FOODS,225,7274.899999999992
225,CA_1,FOODS,226,7822.019999999992
226,CA_1,FOODS,227,5167.809999999997
227,CA_1,FOODS,228,4205.390000000004
228,CA_1,FOODS,229,3855.3900000000094
229,CA_1,FOODS,230,4491.210000000005
230,CA_1,FOODS,231,5305.99
231,CA_1,FOODS,232,6339.989999999994
232,CA_1,FOODS,233,7024.789999999993
233,CA_1,FOODS,234,4829.820000000004
234,CA_1,FOODS,235,4530.2100000000055
235,CA_1,FOODS,236,4315.720000000005
236,CA_1,FOODS,237,4120.710000000007
237,CA_1,FOODS,238,5984.7599999999975
238,CA_1,FOODS,239,6958.3099999999895
239,CA_1,FOODS,240,7105.739999999994
240,CA_1,FOODS,241,4892.780000000004
241,CA_1,FOODS,242,4261.100000000004
242,CA_1,FOODS,243,3962.9300000000076
243,CA_1,FOODS,244,3705.3000000000065
244,CA_1,FOODS,245,5828.989999999998
245,CA_1,FOODS,246,8193.879999999983
246,CA_1,FOODS,247,8547.019999999991
247,CA_1,FOODS,248,5855.1199999999935
248,CA_1,FOODS,249,5468.910000000008
249,CA_1,FOODS,250,5203.910000000002
250,CA_1,FOODS,251,5109.470000000004
251,CA_1,FOODS,252,6317.3199999999915
252,CA_1,FOODS,253,7501.769999999987
253,CA_1,FOODS,254,8307.60999999998
254,CA_1,FOODS,255,6807.549999999997
255,CA_1,FOODS,256,4729.800000000001
256,CA_1,FOODS,257,4667.820000000001
257,CA_1,FOODS,258,4752.2100000000055
258,CA_1,FOODS,259,6053.960000000001
259,CA_1,FOODS,260,7248.219999999994
260,CA_1,FOODS,261,7075.70999999999
261,CA_1,FOODS,262,4813.850000000004
262,CA_1,FOODS,263,4090.110000000008
263,CA_1,FOODS,264,4085.9200000000064
264,CA_1,FOODS,265,4124.830000000006
265,CA_1,FOODS,266,5449.380000000002
266,CA_1,FOODS,267,7137.029999999992
267,CA_1,FOODS,268,7411.4799999999905
268,CA_1,FOODS,269,5143.540000000001
269,CA_1,FOODS,270,4496.010000000004
270,CA_1,FOODS,271,3860.450000000006
271,CA_1,FOODS,272,4496.890000000005
272,CA_1,FOODS,273,5215.179999999999
273,CA_1,FOODS,274,7172.059999999989
274,CA_1,FOODS,275,7073.639999999994
275,CA_1,FOODS,276,3746.8900000000067
276,CA_1,FOODS,277,4422.440000000009
277,CA_1,FOODS,278,4879.250000000002
278,CA_1,FOODS,279,5037.139999999999
279,CA_1,FOODS,280,6282.11
280,CA_1,FOODS,281,7656.019999999989
281,CA_1,FOODS,282,8417.52999999999
282,CA_1,FOODS,283,5741.389999999999
283,CA_1,FOODS,284,5780.939999999998
284,CA_1,FOODS,285,5004.349999999999
285,CA_1,FOODS,286,5908.599999999994
286,CA_1,FOODS,287,6541.949999999994
287,CA_1,FOODS,288,6832.469999999996
288,CA_1,FOODS,289,7247.099999999989
289,CA_1,FOODS,290,5316.009999999999
290,CA_1,FOODS,291,4707.570000000007
291,CA_1,FOODS,292,4349.7100000000055
292,CA_1,FOODS,293,4162.410000000008
293,CA_1,FOODS,294,5101.64
294,CA_1,FOODS,295,7556.7899999999945
295,CA_1,FOODS,296,7583.319999999988
296,CA_1,FOODS,297,5739.439999999998
297,CA_1,FOODS,298,6560.239999999991
298,CA_1,FOODS,299,6621.699999999995
299,CA_1,FOODS,300,3594.590000000003
300,CA_1,FOODS,301,4688.040000000004
301,CA_1,FOODS,302,5048.1100000000015
302,CA_1,FOODS,303,5740.549999999998
303,CA_1,FOODS,304,4168.400000000008
304,CA_1,FOODS,305,4163.020000000007
305,CA_1,FOODS,306,3991.2800000000084
306,CA_1,FOODS,307,4476.500000000004
307,CA_1,FOODS,308,5518.929999999999
308,CA_1,FOODS,309,7709.639999999991
309,CA_1,FOODS,310,8123.139999999989
310,CA_1,FOODS,311,6429.909999999999
311,CA_1,FOODS,312,5292.68
312,CA_1,FOODS,313,5054.130000000003
313,CA_1,FOODS,314,5975.86999999999
314,CA_1,FOODS,315,6296.2499999999945
315,CA_1,FOODS,316,8292.659999999985
316,CA_1,FOODS,317,7693.599999999987
317,CA_1,FOODS,318,5899.670000000003
318,CA_1,FOODS,319,5304.770000000004
319,CA_1,FOODS,320,5238.059999999998
320,CA_1,FOODS,321,5822.980000000001
321,CA_1,FOODS,322,5894.95
322,CA_1,FOODS,323,7860.82999999999
323,CA_1,FOODS,324,7581.8699999999935
324,CA_1,FOODS,325,5972.159999999999
325,CA_1,FOODS,326,5900.019999999991
326,CA_1,FOODS,327,6138.039999999994
327,CA_1,FOODS,328,6327.949999999992
328,CA_1,FOODS,329,8183.279999999992
329,CA_1,FOODS,330,6265.429999999988
330,CA_1,FOODS,331,0.0
331,CA_1,FOODS,332,5358.450000000001
332,CA_1,FOODS,333,5228.109999999999
333,CA_1,FOODS,334,5228.489999999997
334,CA_1,FOODS,335,5808.479999999997
335,CA_1,FOODS,336,7679.059999999987
336,CA_1,FOODS,337,8057.469999999983
337,CA_1,FOODS,338,4793.979999999996
338,CA_1,FOODS,339,7210.099999999996
339,CA_1,FOODS,340,6199.139999999992
340,CA_1,FOODS,341,5623.839999999997
341,CA_1,FOODS,342,6230.1199999999935
342,CA_1,FOODS,343,6477.629999999995
343,CA_1,FOODS,344,8566.449999999984
344,CA_1,FOODS,345,8813.179999999982
345,CA_1,FOODS,346,7102.879999999985
346,CA_1,FOODS,347,5726.579999999998
347,CA_1,FOODS,348,5107.529999999997
348,CA_1,FOODS,349,4528.030000000003
349,CA_1,FOODS,350,6470.79999999999
350,CA_1,FOODS,351,7469.159999999995
351,CA_1,FOODS,352,7526.889999999991
352,CA_1,FOODS,353,6760.839999999993
353,CA_1,FOODS,354,5461.419999999994
354,CA_1,FOODS,355,4885.39
355,CA_1,FOODS,356,4892.63
356,CA_1,FOODS,357,5956.749999999991
357,CA_1,FOODS,358,9335.61999999998
358,CA_1,FOODS,359,7382.0099999999875
359,CA_1,FOODS,360,4754.4000000000015
360,CA_1,FOODS,361,4677.010000000005
361,CA_1,FOODS,362,4197.400000000008
362,CA_1,FOODS,363,4337.260000000003
363,CA_1,FOODS,364,5679.589999999999
364,CA_1,FOODS,365,7257.849999999995
365,CA_1,FOODS,366,7615.359999999992
366,CA_1,FOODS,367,5178.959999999997
367,CA_1,FOODS,368,5380.049999999999
368,CA_1,FOODS,369,5828.050000000001
369,CA_1,FOODS,370,6153.159999999994
370,CA_1,FOODS,371,7723.629999999993
371,CA_1,FOODS,372,10676.569999999972
372,CA_1,FOODS,373,9411.839999999976
373,CA_1,FOODS,374,6813.799999999991
374,CA_1,FOODS,375,5919.469999999997
375,CA_1,FOODS,376,5790.8699999999835
376,CA_1,FOODS,377,5895.319999999999
377,CA_1,FOODS,378,6672.589999999993
378,CA_1,FOODS,379,10157.25999999999
379,CA_1,FOODS,380,9939.859999999984
380,CA_1,FOODS,381,7455.5999999999885
381,CA_1,FOODS,382,4851.530000000002
382,CA_1,FOODS,383,4607.040000000002
383,CA_1,FOODS,384,4881.630000000004
384,CA_1,FOODS,385,6307.099999999995
385,CA_1,FOODS,386,8116.219999999985
386,CA_1,FOODS,387,8584.569999999982
387,CA_1,FOODS,388,6476.439999999995
388,CA_1,FOODS,389,4833.689999999997
389,CA_1,FOODS,390,4839.830000000003
390,CA_1,FOODS,391,4756.070000000004
391,CA_1,FOODS,392,6183.799999999995
392,CA_1,FOODS,393,8560.549999999983
393,CA_1,FOODS,394,8484.249999999987
394,CA_1,FOODS,395,5435.039999999999
395,CA_1,FOODS,396,5066.880000000003
396,CA_1,FOODS,397,4769.420000000003
397,CA_1,FOODS,398,6148.009999999999
398,CA_1,FOODS,399,6674.1899999999905
399,CA_1,FOODS,400,9207.52999999999
400,CA_1,FOODS,401,9523.769999999993
401,CA_1,FOODS,402,7503.339999999998
402,CA_1,FOODS,403,6612.789999999994
403,CA_1,FOODS,404,6758.979999999997
404,CA_1,FOODS,405,6666.6399999999985
405,CA_1,FOODS,406,7116.069999999997
406,CA_1,FOODS,407,10012.889999999981
407,CA_1,FOODS,408,10173.549999999994
408,CA_1,FOODS,409,6928.629999999998
409,CA_1,FOODS,410,5183.36
410,CA_1,FOODS,411,5377.650000000003
411,CA_1,FOODS,412,5791.370000000002
412,CA_1,FOODS,413,6593.959999999993
413,CA_1,FOODS,414,8345.970000000001
414,CA_1,FOODS,415,8941.549999999988
415,CA_1,FOODS,416,6269.869999999998
416,CA_1,FOODS,417,5106.460000000001
417,CA_1,FOODS,418,4634.920000000004
418,CA_1,FOODS,419,5712.090000000004
419,CA_1,FOODS,420,5957.449999999998
420,CA_1,FOODS,421,8639.389999999992
421,CA_1,FOODS,422,9457.979999999996
422,CA_1,FOODS,423,5846.269999999997
423,CA_1,FOODS,424,5032.9600000000055
424,CA_1,FOODS,425,5007.810000000001
425,CA_1,FOODS,426,4797.9400000000005
426,CA_1,FOODS,427,7803.32
427,CA_1,FOODS,428,8386.939999999993
428,CA_1,FOODS,429,9737.919999999993
429,CA_1,FOODS,430,7115.469999999998
430,CA_1,FOODS,431,7311.029999999992
431,CA_1,FOODS,432,6931.879999999993
432,CA_1,FOODS,433,7395.159999999984
433,CA_1,FOODS,434,9656.849999999982
434,CA_1,FOODS,435,11148.949999999986
435,CA_1,FOODS,436,7315.579999999985
436,CA_1,FOODS,437,7282.369999999994
437,CA_1,FOODS,438,7247.2399999999925
438,CA_1,FOODS,439,5968.409999999996
439,CA_1,FOODS,440,5776.039999999998
440,CA_1,FOODS,441,6787.589999999995
441,CA_1,FOODS,442,9114.159999999983
442,CA_1,FOODS,443,8772.159999999994
443,CA_1,FOODS,444,5957.199999999998
444,CA_1,FOODS,445,5110.130000000007
445,CA_1,FOODS,446,5145.259999999995
446,CA_1,FOODS,447,5651.749999999999
447,CA_1,FOODS,448,7290.670000000002
448,CA_1,FOODS,449,9240.519999999988
449,CA_1,FOODS,450,9120.67
450,CA_1,FOODS,451,5619.819999999999
451,CA_1,FOODS,452,5546.730000000001
452,CA_1,FOODS,453,5203.709999999999
453,CA_1,FOODS,454,5401.409999999996
454,CA_1,FOODS,455,6781.8699999999935
455,CA_1,FOODS,456,8223.839999999995
456,CA_1,FOODS,457,8814.109999999986
457,CA_1,FOODS,458,6200.939999999993
458,CA_1,FOODS,459,6977.089999999987
459,CA_1,FOODS,460,6217.669999999993
460,CA_1,FOODS,461,6817.579999999994
461,CA_1,FOODS,462,7619.679999999991
462,CA_1,FOODS,463,8169.749999999989
463,CA_1,FOODS,464,10050.43999999999
464,CA_1,FOODS,465,8730.859999999988
465,CA_1,FOODS,466,6669.529999999995
466,CA_1,FOODS,467,7175.569999999994
467,CA_1,FOODS,468,7305.139999999994
468,CA_1,FOODS,469,8081.599999999992
469,CA_1,FOODS,470,11119.219999999988
470,CA_1,FOODS,471,8152.459999999991
471,CA_1,FOODS,472,6633.349999999994
472,CA_1,FOODS,473,6642.789999999994
473,CA_1,FOODS,474,6555.589999999994
474,CA_1,FOODS,475,6299.999999999992
475,CA_1,FOODS,476,7577.9699999999975
476,CA_1,FOODS,477,9282.379999999988
477,CA_1,FOODS,478,10541.12999999999
478,CA_1,FOODS,479,6635.009999999995
479,CA_1,FOODS,480,5164.199999999999
480,CA_1,FOODS,481,5389.989999999994
481,CA_1,FOODS,482,6204.909999999996
482,CA_1,FOODS,483,8072.679999999992
483,CA_1,FOODS,484,8546.19999999999
484,CA_1,FOODS,485,8294.359999999999
485,CA_1,FOODS,486,7502.659999999992
486,CA_1,FOODS,487,5580.109999999998
487,CA_1,FOODS,488,5221.259999999997
488,CA_1,FOODS,489,5932.449999999994
489,CA_1,FOODS,490,8047.539999999991
490,CA_1,FOODS,491,10154.06
491,CA_1,FOODS,492,9628.289999999979
492,CA_1,FOODS,493,7557.729999999999
493,CA_1,FOODS,494,6841.379999999997
494,CA_1,FOODS,495,6846.309999999996
495,CA_1,FOODS,496,7119.829999999996
496,CA_1,FOODS,497,8350.759999999986
497,CA_1,FOODS,498,9144.029999999984
498,CA_1,FOODS,499,9758.839999999984
499,CA_1,FOODS,500,7724.929999999989
500,CA_1,FOODS,501,6769.469999999997
501,CA_1,FOODS,502,6406.72999999999
502,CA_1,FOODS,503,6558.799999999997
503,CA_1,FOODS,504,8280.729999999985
504,CA_1,FOODS,505,9613.439999999982
505,CA_1,FOODS,506,8148.059999999988
506,CA_1,FOODS,507,6550.96999999999
507,CA_1,FOODS,508,6249.619999999999
508,CA_1,FOODS,509,5811.249999999996
509,CA_1,FOODS,510,6137.789999999996
510,CA_1,FOODS,511,9082.069999999994
511,CA_1,FOODS,512,8045.039999999985
512,CA_1,FOODS,513,9299.599999999984
513,CA_1,FOODS,514,6560.40999999999
514,CA_1,FOODS,515,5537.339999999998
515,CA_1,FOODS,516,5077.039999999998
516,CA_1,FOODS,517,5899.509999999996
517,CA_1,FOODS,518,7242.369999999987
518,CA_1,FOODS,519,8900.729999999989
519,CA_1,FOODS,520,9895.129999999985
520,CA_1,FOODS,521,7592.449999999985
521,CA_1,FOODS,522,8122.429999999979
522,CA_1,FOODS,523,6701.269999999997
523,CA_1,FOODS,524,6235.789999999992
524,CA_1,FOODS,525,7766.419999999992
525,CA_1,FOODS,526,8702.499999999989
526,CA_1,FOODS,527,9739.849999999993
527,CA_1,FOODS,528,8191.449999999982
528,CA_1,FOODS,529,7228.720000000002
529,CA_1,FOODS,530,6457.65999999999
530,CA_1,FOODS,531,6643.059999999992
531,CA_1,FOODS,532,7982.049999999992
532,CA_1,FOODS,533,8874.579999999985
533,CA_1,FOODS,534,9420.629999999983
534,CA_1,FOODS,535,6316.41999999999
535,CA_1,FOODS,536,6039.159999999989
536,CA_1,FOODS,537,5702.649999999998
537,CA_1,FOODS,538,6150.719999999993
538,CA_1,FOODS,539,7812.149999999988
539,CA_1,FOODS,540,8751.539999999992
540,CA_1,FOODS,541,9445.069999999982
541,CA_1,FOODS,542,6281.709999999988
542,CA_1,FOODS,543,5785.319999999994
543,CA_1,FOODS,544,5522.609999999995
544,CA_1,FOODS,545,6046.799999999994
545,CA_1,FOODS,546,6643.479999999991
546,CA_1,FOODS,547,6846.089999999997
547,CA_1,FOODS,548,7284.039999999996
548,CA_1,FOODS,549,6059.830000000003
549,CA_1,FOODS,550,5958.669999999999
550,CA_1,FOODS,551,6719.399999999995
551,CA_1,FOODS,552,7414.419999999993
552,CA_1,FOODS,553,8034.47999999999
553,CA_1,FOODS,554,9134.579999999989
554,CA_1,FOODS,555,10469.15999999998
555,CA_1,FOODS,556,8157.299999999989
556,CA_1,FOODS,557,7078.559999999994
557,CA_1,FOODS,558,7356.119999999993
558,CA_1,FOODS,559,7192.290000000001
559,CA_1,FOODS,560,8283.649999999987
560,CA_1,FOODS,561,10057.88999999998
561,CA_1,FOODS,562,9472.17999999999
562,CA_1,FOODS,563,6857.769999999996
563,CA_1,FOODS,564,6629.649999999985
564,CA_1,FOODS,565,6499.999999999997
565,CA_1,FOODS,566,6832.309999999989
566,CA_1,FOODS,567,7870.799999999988
567,CA_1,FOODS,568,10938.109999999984
568,CA_1,FOODS,569,11106.769999999991
569,CA_1,FOODS,570,7313.57999999999
570,CA_1,FOODS,571,6375.519999999995
571,CA_1,FOODS,572,5693.899999999999
572,CA_1,FOODS,573,5448.189999999998
573,CA_1,FOODS,574,6456.860000000001
574,CA_1,FOODS,575,9028.399999999989
575,CA_1,FOODS,576,9489.059999999996
576,CA_1,FOODS,577,6256.239999999995
577,CA_1,FOODS,578,5765.410000000001
578,CA_1,FOODS,579,5201.709999999994
579,CA_1,FOODS,580,5866.079999999995
580,CA_1,FOODS,581,7211.65999999999
581,CA_1,FOODS,582,11164.829999999984
582,CA_1,FOODS,583,9919.71999999999
583,CA_1,FOODS,584,9401.359999999982
584,CA_1,FOODS,585,6784.4799999999905
585,CA_1,FOODS,586,6550.08
586,CA_1,FOODS,587,5991.499999999997
587,CA_1,FOODS,588,7700.299999999988
588,CA_1,FOODS,589,8936.019999999986
589,CA_1,FOODS,590,10942.61999999998
590,CA_1,FOODS,591,6981.029999999999
591,CA_1,FOODS,592,5988.279999999995
592,CA_1,FOODS,593,5486.009999999998
593,CA_1,FOODS,594,6139.859999999997
594,CA_1,FOODS,595,7157.759999999986
595,CA_1,FOODS,596,9035.539999999988
596,CA_1,FOODS,597,9774.359999999971
597,CA_1,FOODS,598,5910.870000000003
598,CA_1,FOODS,599,5604.519999999999
599,CA_1,FOODS,600,4850.690000000004
600,CA_1,FOODS,601,5306.420000000001
601,CA_1,FOODS,602,6871.999999999991
602,CA_1,FOODS,603,8562.73999999999
603,CA_1,FOODS,604,9020.739999999996
604,CA_1,FOODS,605,5460.390000000005
605,CA_1,FOODS,606,5178.439999999997
606,CA_1,FOODS,607,4828.419999999999
607,CA_1,FOODS,608,4891.440000000002
608,CA_1,FOODS,609,6510.949999999992
609,CA_1,FOODS,610,8272.179999999988
610,CA_1,FOODS,611,9278.509999999986
611,CA_1,FOODS,612,7200.0999999999885
612,CA_1,FOODS,613,6785.399999999992
613,CA_1,FOODS,614,6418.029999999996
614,CA_1,FOODS,615,6092.409999999986
615,CA_1,FOODS,616,6531.149999999992
616,CA_1,FOODS,617,8935.91999999999
617,CA_1,FOODS,618,9805.95999999998
618,CA_1,FOODS,619,7488.079999999986
619,CA_1,FOODS,620,6547.479999999991
620,CA_1,FOODS,621,5709.8099999999995
621,CA_1,FOODS,622,5237.960000000003
622,CA_1,FOODS,623,6307.1999999999925
623,CA_1,FOODS,624,7294.689999999984
624,CA_1,FOODS,625,7965.549999999993
625,CA_1,FOODS,626,5887.009999999993
626,CA_1,FOODS,627,4796.680000000005
627,CA_1,FOODS,628,4682.24
628,CA_1,FOODS,629,4633.420000000006
629,CA_1,FOODS,630,5758.949999999992
630,CA_1,FOODS,631,7330.759999999986
631,CA_1,FOODS,632,7736.08999999999
632,CA_1,FOODS,633,5079.769999999997
633,CA_1,FOODS,634,4608.310000000001
634,CA_1,FOODS,635,4009.5000000000045
