,state_id,dept_id,d,revenue
118,CA,FOODS_1,119,1851.5200000000023
119,CA,FOODS_1,120,2629.2999999999997
120,CA,FOODS_1,121,1990.7200000000016
121,CA,FOODS_1,122,1987.190000000002
122,CA,FOODS_1,123,1677.0600000000009
123,CA,FOODS_1,124,1788.2600000000011
124,CA,FOODS_1,125,1691.9400000000019
125,CA,FOODS_1,126,2161.92
126,CA,FOODS_1,127,2284.590000000002
127,CA,FOODS_1,128,2282.0500000000034
128,CA,FOODS_1,129,2011.3800000000012
129,CA,FOODS_1,130,1892.830000000001
130,CA,FOODS_1,131,2035.7800000000025
131,CA,FOODS_1,132,2011.3400000000024
132,CA,FOODS_1,133,2057.5300000000016
133,CA,FOODS_1,134,2254.9000000000015
134,CA,FOODS_1,135,2488.290000000002
135,CA,FOODS_1,136,1819.850000000002
136,CA,FOODS_1,137,1771.170000000002
137,CA,FOODS_1,138,1954.5100000000025
138,CA,FOODS_1,139,2110.840000000003
139,CA,FOODS_1,140,2417.570000000002
140,CA,FOODS_1,141,2369.420000000001
141,CA,FOODS_1,142,2148.2100000000005
142,CA,FOODS_1,143,1779.2400000000016
143,CA,FOODS_1,144,1623.8700000000013
144,CA,FOODS_1,145,1887.3100000000013
145,CA,FOODS_1,146,2096.8600000000015
146,CA,FOODS_1,147,2196.420000000001
147,CA,FOODS_1,148,2533.6500000000015
148,CA,FOODS_1,149,2091.6300000000015
149,CA,FOODS_1,150,1653.550000000003
150,CA,FOODS_1,151,1594.1400000000008
151,CA,FOODS_1,152,1878.9700000000025
152,CA,FOODS_1,153,1837.8300000000024
153,CA,FOODS_1,154,2220.4400000000032
154,CA,FOODS_1,155,2585.050000000001
155,CA,FOODS_1,156,2003.8000000000025
156,CA,FOODS_1,157,1903.200000000003
157,CA,FOODS_1,158,1996.7900000000013
158,CA,FOODS_1,159,1941.1100000000029
159,CA,FOODS_1,160,2152.1900000000014
160,CA,FOODS_1,161,2120.130000000002
161,CA,FOODS_1,162,2564.8400000000024
162,CA,FOODS_1,163,2485.540000000003
163,CA,FOODS_1,164,1644.5700000000031
164,CA,FOODS_1,165,1776.650000000002
165,CA,FOODS_1,166,1787.4600000000016
166,CA,FOODS_1,167,1718.7400000000025
167,CA,FOODS_1,168,2268.7000000000035
168,CA,FOODS_1,169,2652.8100000000018
169,CA,FOODS_1,170,2125.8700000000013
170,CA,FOODS_1,171,1818.310000000002
171,CA,FOODS_1,172,1577.890000000001
172,CA,FOODS_1,173,1703.9800000000025
173,CA,FOODS_1,174,1836.7200000000023
174,CA,FOODS_1,175,2490.1600000000035
175,CA,FOODS_1,176,2765.180000000002
176,CA,FOODS_1,177,2357.090000000002
177,CA,FOODS_1,178,1725.300000000003
178,CA,FOODS_1,179,1875.0900000000033
179,CA,FOODS_1,180,1838.6100000000035
180,CA,FOODS_1,181,1804.6000000000017
181,CA,FOODS_1,182,2081.4700000000034
182,CA,FOODS_1,183,2422.700000000001
183,CA,FOODS_1,184,2955.6200000000003
184,CA,FOODS_1,185,2002.9900000000039
185,CA,FOODS_1,186,1972.8800000000015
186,CA,FOODS_1,187,1958.1200000000024
187,CA,FOODS_1,188,1954.6000000000022
188,CA,FOODS_1,189,1856.5400000000018
189,CA,FOODS_1,190,1852.9900000000016
190,CA,FOODS_1,191,2220.7400000000016
191,CA,FOODS_1,192,1628.2100000000019
192,CA,FOODS_1,193,1708.9000000000028
193,CA,FOODS_1,194,1598.3500000000024
194,CA,FOODS_1,195,1808.3000000000022
195,CA,FOODS_1,196,2168.0600000000027
196,CA,FOODS_1,197,2251.330000000003
197,CA,FOODS_1,198,1987.4400000000028
198,CA,FOODS_1,199,1490.9700000000012
199,CA,FOODS_1,200,1554.6100000000024
200,CA,FOODS_1,201,1726.3500000000024
201,CA,FOODS_1,202,1648.9300000000012
202,CA,FOODS_1,203,1951.6300000000022
203,CA,FOODS_1,204,2204.2000000000003
204,CA,FOODS_1,205,2170.7500000000014
205,CA,FOODS_1,206,1361.4900000000018
206,CA,FOODS_1,207,1267.7600000000016
207,CA,FOODS_1,208,1468.4800000000012
208,CA,FOODS_1,209,1528.920000000002
209,CA,FOODS_1,210,2075.0600000000027
210,CA,FOODS_1,211,2482.670000000001
211,CA,FOODS_1,212,2234.940000000003
212,CA,FOODS_1,213,1930.4300000000012
213,CA,FOODS_1,214,1871.840000000002
214,CA,FOODS_1,215,1951.2600000000027
215,CA,FOODS_1,216,2142.970000000002
216,CA,FOODS_1,217,2344.600000000002
217,CA,FOODS_1,218,2785.4300000000026
218,CA,FOODS_1,219,2071.7000000000016
219,CA,FOODS_1,220,2362.780000000003
220,CA,FOODS_1,221,1681.1100000000008
221,CA,FOODS_1,222,1344.2000000000016
222,CA,FOODS_1,223,1924.740000000001
223,CA,FOODS_1,224,1793.1900000000007
224,CA,FOODS_1,225,2402.4900000000002
225,CA,FOODS_1,226,2165.0000000000014
226,CA,FOODS_1,227,1584.6700000000008
227,CA,FOODS_1,228,1668.8400000000004
228,CA,FOODS_1,229,1816.590000000001
229,CA,FOODS_1,230,1915.2300000000012
230,CA,FOODS_1,231,2359.5600000000027
231,CA,FOODS_1,232,2730.950000000001
232,CA,FOODS_1,233,2480.2000000000007
233,CA,FOODS_1,234,1623.3900000000012
234,CA,FOODS_1,235,1762.6500000000017
235,CA,FOODS_1,236,1971.6700000000014
236,CA,FOODS_1,237,2139.8500000000004
237,CA,FOODS_1,238,2079.970000000001
238,CA,FOODS_1,239,2663.3399999999997
239,CA,FOODS_1,240,2358.5900000000015
240,CA,FOODS_1,241,1767.380000000001
241,CA,FOODS_1,242,1733.2500000000025
242,CA,FOODS_1,243,1726.600000000001
243,CA,FOODS_1,244,1990.0200000000023
244,CA,FOODS_1,245,2300.770000000003
245,CA,FOODS_1,246,3495.300000000001
246,CA,FOODS_1,247,2738.600000000003
247,CA,FOODS_1,248,2200.8300000000017
248,CA,FOODS_1,249,2236.300000000001
249,CA,FOODS_1,250,2033.4900000000018
250,CA,FOODS_1,251,2152.6000000000013
251,CA,FOODS_1,252,2749.8100000000004
252,CA,FOODS_1,253,3230.2700000000013
253,CA,FOODS_1,254,2832.6200000000026
254,CA,FOODS_1,255,2412.450000000003
255,CA,FOODS_1,256,2043.6200000000024
256,CA,FOODS_1,257,2058.6900000000014
257,CA,FOODS_1,258,2064.150000000002
258,CA,FOODS_1,259,2661.95
259,CA,FOODS_1,260,3292.3800000000006
260,CA,FOODS_1,261,2732.3300000000013
261,CA,FOODS_1,262,2003.7800000000016
262,CA,FOODS_1,263,1884.3500000000015
263,CA,FOODS_1,264,1817.2500000000032
264,CA,FOODS_1,265,2064.780000000002
265,CA,FOODS_1,266,2242.7200000000016
266,CA,FOODS_1,267,2882.5600000000013
267,CA,FOODS_1,268,2557.8000000000034
268,CA,FOODS_1,269,1819.600000000001
269,CA,FOODS_1,270,2220.9800000000014
270,CA,FOODS_1,271,2239.5900000000015
271,CA,FOODS_1,272,2130.050000000001
272,CA,FOODS_1,273,2568.6300000000015
273,CA,FOODS_1,274,2839.4100000000017
274,CA,FOODS_1,275,3807.830000000001
275,CA,FOODS_1,276,3047.96
276,CA,FOODS_1,277,1910.3300000000015
277,CA,FOODS_1,278,1523.300000000001
278,CA,FOODS_1,279,1687.7800000000018
279,CA,FOODS_1,280,2170.570000000002
280,CA,FOODS_1,281,2640.5
281,CA,FOODS_1,282,2827.98
282,CA,FOODS_1,283,1968.300000000001
283,CA,FOODS_1,284,2137.0400000000022
284,CA,FOODS_1,285,1842.1100000000015
285,CA,FOODS_1,286,2230.400000000002
286,CA,FOODS_1,287,2254.050000000002
287,CA,FOODS_1,288,2786.090000000001
288,CA,FOODS_1,289,2968.550000000001
289,CA,FOODS_1,290,1923.5400000000002
290,CA,FOODS_1,291,1775.9100000000003
291,CA,FOODS_1,292,1959.3900000000021
292,CA,FOODS_1,293,1991.0300000000013
293,CA,FOODS_1,294,2133.1700000000005
294,CA,FOODS_1,295,3270.1600000000026
295,CA,FOODS_1,296,2690.2899999999995
296,CA,FOODS_1,297,2215.9100000000026
297,CA,FOODS_1,298,1891.0800000000017
298,CA,FOODS_1,299,2094.6300000000015
299,CA,FOODS_1,300,1211.0400000000002
300,CA,FOODS_1,301,2307.46
301,CA,FOODS_1,302,2275.170000000001
302,CA,FOODS_1,303,2391.1600000000003
303,CA,FOODS_1,304,2278.9900000000025
304,CA,FOODS_1,305,2095.6500000000015
305,CA,FOODS_1,306,2245.8100000000027
306,CA,FOODS_1,307,2373.2399999999993
307,CA,FOODS_1,308,2655.3200000000015
308,CA,FOODS_1,309,3550.4600000000023
309,CA,FOODS_1,310,2984.6900000000046
310,CA,FOODS_1,311,2283.450000000001
311,CA,FOODS_1,312,2481.5000000000005
312,CA,FOODS_1,313,2355.8700000000026
313,CA,FOODS_1,314,2652.6100000000015
314,CA,FOODS_1,315,2901.0200000000027
315,CA,FOODS_1,316,3461.200000000003
316,CA,FOODS_1,317,3342.2799999999993
317,CA,FOODS_1,318,2957.250000000003
318,CA,FOODS_1,319,2813.7500000000023
319,CA,FOODS_1,320,2902.920000000002
320,CA,FOODS_1,321,3452.3400000000024
321,CA,FOODS_1,322,3127.09
322,CA,FOODS_1,323,3512.830000000003
323,CA,FOODS_1,324,3721.3000000000006
324,CA,FOODS_1,325,2883.8300000000017
325,CA,FOODS_1,326,2990.040000000003
326,CA,FOODS_1,327,3536.8699999999994
327,CA,FOODS_1,328,3506.3700000000044
328,CA,FOODS_1,329,4932.48
329,CA,FOODS_1,330,3933.720000000003
330,CA,FOODS_1,331,0.0
331,CA,FOODS_1,332,2711.010000000001
332,CA,FOODS_1,333,2053.2300000000027
333,CA,FOODS_1,334,2003.750000000003
334,CA,FOODS_1,335,1953.5000000000016
335,CA,FOODS_1,336,2408.140000000002
336,CA,FOODS_1,337,2421.120000000003
337,CA,FOODS_1,338,2036.1200000000017
338,CA,FOODS_1,339,2686.330000000001
339,CA,FOODS_1,340,2008.860000000002
340,CA,FOODS_1,341,1859.6800000000019
341,CA,FOODS_1,342,1924.7800000000022
342,CA,FOODS_1,343,2074.6800000000026
343,CA,FOODS_1,344,2691.7900000000013
344,CA,FOODS_1,345,3142.340000000003
345,CA,FOODS_1,346,2035.9500000000023
346,CA,FOODS_1,347,1858.2700000000016
347,CA,FOODS_1,348,2099.800000000002
348,CA,FOODS_1,349,2043.510000000002
349,CA,FOODS_1,350,2390.2500000000014
350,CA,FOODS_1,351,2705.0600000000013
351,CA,FOODS_1,352,3039.6400000000026
352,CA,FOODS_1,353,2268.270000000002
353,CA,FOODS_1,354,1975.1100000000015
354,CA,FOODS_1,355,2188.840000000002
355,CA,FOODS_1,356,2406.940000000003
356,CA,FOODS_1,357,2332.3600000000033
357,CA,FOODS_1,358,3474.8199999999997
358,CA,FOODS_1,359,2612.6400000000003
359,CA,FOODS_1,360,2006.1100000000022
360,CA,FOODS_1,361,2257.0900000000006
361,CA,FOODS_1,362,2455.9300000000017
362,CA,FOODS_1,363,2175.220000000001
363,CA,FOODS_1,364,2516.650000000001
364,CA,FOODS_1,365,3355.5300000000047
365,CA,FOODS_1,366,3412.7000000000016
366,CA,FOODS_1,367,2382.9700000000025
367,CA,FOODS_1,368,2676.810000000001
368,CA,FOODS_1,369,2403.820000000001
369,CA,FOODS_1,370,2637.100000000002
370,CA,FOODS_1,371,2976.4500000000016
371,CA,FOODS_1,372,3940.320000000002
372,CA,FOODS_1,373,3523.620000000002
373,CA,FOODS_1,374,2652.9
374,CA,FOODS_1,375,2512.370000000003
375,CA,FOODS_1,376,2519.6600000000008
376,CA,FOODS_1,377,2898.6699999999996
377,CA,FOODS_1,378,3303.5000000000014
378,CA,FOODS_1,379,4261.4800000000005
379,CA,FOODS_1,380,4233.2800000000025
380,CA,FOODS_1,381,4998.669999999999
381,CA,FOODS_1,382,3676.990000000002
382,CA,FOODS_1,383,2253.1400000000026
383,CA,FOODS_1,384,2267.560000000001
384,CA,FOODS_1,385,2532.600000000002
385,CA,FOODS_1,386,3387.310000000004
386,CA,FOODS_1,387,3017.2699999999995
387,CA,FOODS_1,388,2809.9000000000055
388,CA,FOODS_1,389,2064.8400000000033
389,CA,FOODS_1,390,2170.2200000000016
390,CA,FOODS_1,391,2157.100000000002
391,CA,FOODS_1,392,2618.830000000002
392,CA,FOODS_1,393,3296.5700000000006
393,CA,FOODS_1,394,3185.740000000004
394,CA,FOODS_1,395,2338.260000000002
395,CA,FOODS_1,396,2200.620000000001
396,CA,FOODS_1,397,2299.0700000000024
397,CA,FOODS_1,398,2676.6300000000015
398,CA,FOODS_1,399,2901.040000000002
399,CA,FOODS_1,400,3241.400000000002
400,CA,FOODS_1,401,3060.930000000003
401,CA,FOODS_1,402,2373.870000000002
402,CA,FOODS_1,403,2473.0000000000027
403,CA,FOODS_1,404,2364.4399999999996
404,CA,FOODS_1,405,2627.940000000005
405,CA,FOODS_1,406,2932.8800000000024
406,CA,FOODS_1,407,3634.240000000003
407,CA,FOODS_1,408,3640.840000000001
408,CA,FOODS_1,409,2461.8300000000036
409,CA,FOODS_1,410,2493.850000000004
410,CA,FOODS_1,411,2552.690000000002
411,CA,FOODS_1,412,2677.7600000000007
412,CA,FOODS_1,413,2768.040000000004
413,CA,FOODS_1,414,4202.360000000002
414,CA,FOODS_1,415,3322.490000000001
415,CA,FOODS_1,416,2477.3900000000012
416,CA,FOODS_1,417,1993.5100000000025
417,CA,FOODS_1,418,2360.120000000003
418,CA,FOODS_1,419,2661.3100000000018
419,CA,FOODS_1,420,2877.900000000003
420,CA,FOODS_1,421,3748.2999999999993
421,CA,FOODS_1,422,3830.7
422,CA,FOODS_1,423,2767.660000000001
423,CA,FOODS_1,424,2326.1100000000024
424,CA,FOODS_1,425,2725.130000000002
425,CA,FOODS_1,426,2476.2900000000004
426,CA,FOODS_1,427,3354.220000000002
427,CA,FOODS_1,428,3701.1000000000017
428,CA,FOODS_1,429,3931.8800000000033
429,CA,FOODS_1,430,3068.32
430,CA,FOODS_1,431,3233.1800000000017
431,CA,FOODS_1,432,3412.970000000001
432,CA,FOODS_1,433,3708.17
433,CA,FOODS_1,434,4450.370000000001
434,CA,FOODS_1,435,5871.749999999994
435,CA,FOODS_1,436,4040.4199999999996
436,CA,FOODS_1,437,2244.03
437,CA,FOODS_1,438,2109.0600000000013
438,CA,FOODS_1,439,2212.3800000000006
439,CA,FOODS_1,440,2148.290000000001
440,CA,FOODS_1,441,2697.7400000000016
441,CA,FOODS_1,442,3490.479999999999
442,CA,FOODS_1,443,2725.5000000000045
443,CA,FOODS_1,444,2339.4900000000034
444,CA,FOODS_1,445,2194.950000000004
445,CA,FOODS_1,446,2297.2800000000016
446,CA,FOODS_1,447,2278.970000000001
447,CA,FOODS_1,448,2355.320000000001
448,CA,FOODS_1,449,2904.79
449,CA,FOODS_1,450,2528.5100000000016
450,CA,FOODS_1,451,2103.4300000000026
451,CA,FOODS_1,452,2023.030000000003
452,CA,FOODS_1,453,2260.840000000003
453,CA,FOODS_1,454,2320.5500000000015
454,CA,FOODS_1,455,2737.660000000002
455,CA,FOODS_1,456,3164.5700000000024
456,CA,FOODS_1,457,2998.280000000003
457,CA,FOODS_1,458,2149.680000000001
458,CA,FOODS_1,459,2387.420000000003
459,CA,FOODS_1,460,2374.3000000000015
460,CA,FOODS_1,461,2373.3200000000006
461,CA,FOODS_1,462,2869.51
462,CA,FOODS_1,463,2880.4700000000016
463,CA,FOODS_1,464,2974.7200000000003
464,CA,FOODS_1,465,2290.6100000000024
465,CA,FOODS_1,466,2489.3700000000035
466,CA,FOODS_1,467,2554.950000000003
467,CA,FOODS_1,468,2761.490000000001
468,CA,FOODS_1,469,2659.490000000001
469,CA,FOODS_1,470,3629.989999999999
470,CA,FOODS_1,471,3052.7800000000016
471,CA,FOODS_1,472,2237.7400000000016
472,CA,FOODS_1,473,2247.8900000000026
473,CA,FOODS_1,474,2507.0600000000018
474,CA,FOODS_1,475,2576.6499999999996
475,CA,FOODS_1,476,2777.6300000000006
476,CA,FOODS_1,477,3248.2000000000016
477,CA,FOODS_1,478,3112.0699999999993
478,CA,FOODS_1,479,2137.390000000002
479,CA,FOODS_1,480,2483.320000000001
480,CA,FOODS_1,481,2569.0300000000025
481,CA,FOODS_1,482,2664.96
482,CA,FOODS_1,483,2972.73
483,CA,FOODS_1,484,3429.6800000000035
484,CA,FOODS_1,485,3443.740000000001
485,CA,FOODS_1,486,3827.950000000001
486,CA,FOODS_1,487,2974.5400000000045
487,CA,FOODS_1,488,3190.4500000000025
488,CA,FOODS_1,489,3157.8100000000013
489,CA,FOODS_1,490,3363.3000000000006
490,CA,FOODS_1,491,4244.609999999999
491,CA,FOODS_1,492,3056.540000000002
492,CA,FOODS_1,493,2753.080000000001
493,CA,FOODS_1,494,3038.5700000000033
494,CA,FOODS_1,495,2921.340000000004
495,CA,FOODS_1,496,3128.0300000000007
496,CA,FOODS_1,497,3165.660000000001
497,CA,FOODS_1,498,3610.1199999999994
498,CA,FOODS_1,499,3448.4099999999967
499,CA,FOODS_1,500,2678.5600000000018
500,CA,FOODS_1,501,2942.9900000000007
501,CA,FOODS_1,502,2799.98
502,CA,FOODS_1,503,3342.06
503,CA,FOODS_1,504,3432.900000000002
504,CA,FOODS_1,505,3394.510000000003
505,CA,FOODS_1,506,3077.5600000000036
506,CA,FOODS_1,507,2866.080000000002
507,CA,FOODS_1,508,3030.0899999999992
508,CA,FOODS_1,509,2669.3400000000047
509,CA,FOODS_1,510,3012.4699999999993
510,CA,FOODS_1,511,3002.0099999999984
511,CA,FOODS_1,512,3938.4000000000037
512,CA,FOODS_1,513,3491.2000000000016
513,CA,FOODS_1,514,2732.2200000000016
514,CA,FOODS_1,515,2658.5700000000024
515,CA,FOODS_1,516,2743.290000000003
516,CA,FOODS_1,517,2569.860000000001
517,CA,FOODS_1,518,3352.8999999999987
518,CA,FOODS_1,519,3176.150000000002
519,CA,FOODS_1,520,3519.8200000000024
520,CA,FOODS_1,521,2785.559999999999
521,CA,FOODS_1,522,2894.19
522,CA,FOODS_1,523,2782.790000000001
523,CA,FOODS_1,524,2689.440000000002
524,CA,FOODS_1,525,2827.620000000003
525,CA,FOODS_1,526,3074.690000000002
526,CA,FOODS_1,527,3377.600000000002
527,CA,FOODS_1,528,2689.820000000001
528,CA,FOODS_1,529,2635.0500000000015
529,CA,FOODS_1,530,2712.600000000003
530,CA,FOODS_1,531,2873.5400000000027
531,CA,FOODS_1,532,3389.84
532,CA,FOODS_1,533,3651.71
533,CA,FOODS_1,534,3668.4199999999996
534,CA,FOODS_1,535,2872.530000000001
535,CA,FOODS_1,536,3106.430000000002
536,CA,FOODS_1,537,3121.3699999999994
537,CA,FOODS_1,538,3374.910000000002
538,CA,FOODS_1,539,3268.110000000001
539,CA,FOODS_1,540,3851.6600000000017
540,CA,FOODS_1,541,3556.890000000003
541,CA,FOODS_1,542,2705.760000000001
542,CA,FOODS_1,543,3067.0500000000034
543,CA,FOODS_1,544,3040.5200000000013
544,CA,FOODS_1,545,3035.570000000001
545,CA,FOODS_1,546,3004.8500000000013
546,CA,FOODS_1,547,3664.9600000000023
547,CA,FOODS_1,548,3272.2599999999993
548,CA,FOODS_1,549,2494.16
549,CA,FOODS_1,550,2888.5900000000015
550,CA,FOODS_1,551,3223.3700000000017
551,CA,FOODS_1,552,3110.4100000000008
552,CA,FOODS_1,553,3818.0600000000004
553,CA,FOODS_1,554,4114.440000000002
554,CA,FOODS_1,555,3770.86
555,CA,FOODS_1,556,2731.6800000000026
556,CA,FOODS_1,557,2773.610000000001
557,CA,FOODS_1,558,3075.3000000000043
558,CA,FOODS_1,559,3422.0700000000043
559,CA,FOODS_1,560,3696.8300000000004
560,CA,FOODS_1,561,4506.319999999998
561,CA,FOODS_1,562,3847.1900000000023
562,CA,FOODS_1,563,3009.110000000003
563,CA,FOODS_1,564,3358.0900000000015
564,CA,FOODS_1,565,3288.0200000000013
565,CA,FOODS_1,566,3074.680000000001
566,CA,FOODS_1,567,3586.3600000000006
567,CA,FOODS_1,568,4343.459999999999
568,CA,FOODS_1,569,4027.6100000000038
569,CA,FOODS_1,570,3236.5299999999993
570,CA,FOODS_1,571,2996.0400000000045
571,CA,FOODS_1,572,3084.720000000003
572,CA,FOODS_1,573,3279.570000000004
573,CA,FOODS_1,574,4050.650000000002
574,CA,FOODS_1,575,4435.359999999998
575,CA,FOODS_1,576,3981.720000000002
576,CA,FOODS_1,577,2754.8700000000013
577,CA,FOODS_1,578,2869.370000000001
578,CA,FOODS_1,579,3060.09
579,CA,FOODS_1,580,3156.3699999999994
580,CA,FOODS_1,581,3969.090000000003
581,CA,FOODS_1,582,4640.449999999994
582,CA,FOODS_1,583,4479.429999999996
583,CA,FOODS_1,584,3955.59
584,CA,FOODS_1,585,2959.990000000003
585,CA,FOODS_1,586,3237.5500000000015
586,CA,FOODS_1,587,3441.4400000000014
587,CA,FOODS_1,588,3828.89
588,CA,FOODS_1,589,4468.219999999998
589,CA,FOODS_1,590,4185.3399999999965
590,CA,FOODS_1,591,3208.690000000002
591,CA,FOODS_1,592,3283.850000000001
592,CA,FOODS_1,593,3133.240000000002
593,CA,FOODS_1,594,3290.5600000000004
594,CA,FOODS_1,595,3427.6500000000005
595,CA,FOODS_1,596,4768.129999999994
596,CA,FOODS_1,597,3823.470000000002
597,CA,FOODS_1,598,2756.4099999999994
598,CA,FOODS_1,599,3172.6200000000013
599,CA,FOODS_1,600,3200.700000000003
600,CA,FOODS_1,601,3526.1300000000024
601,CA,FOODS_1,602,3415.4500000000007
602,CA,FOODS_1,603,4368.140000000001
603,CA,FOODS_1,604,3717.1799999999994
604,CA,FOODS_1,605,3057.7800000000007
605,CA,FOODS_1,606,2660.6200000000026
606,CA,FOODS_1,607,2625.4400000000014
607,CA,FOODS_1,608,2974.190000000001
608,CA,FOODS_1,609,3510.2000000000016
609,CA,FOODS_1,610,4131.570000000003
610,CA,FOODS_1,611,3662.509999999998
611,CA,FOODS_1,612,2563.4999999999995
612,CA,FOODS_1,613,2598.3700000000003
613,CA,FOODS_1,614,2841.3700000000013
614,CA,FOODS_1,615,2968.720000000003
615,CA,FOODS_1,616,3139.4899999999984
616,CA,FOODS_1,617,3973.13
617,CA,FOODS_1,618,3830.0299999999984
618,CA,FOODS_1,619,3153.1399999999994
619,CA,FOODS_1,620,3020.000000000001
620,CA,FOODS_1,621,3090.7599999999998
621,CA,FOODS_1,622,2893.7599999999984
