,dept_id,d,revenue
54,FOODS_1,55,3870.9400000000014
55,FOODS_1,56,5056.450000000007
56,FOODS_1,57,5358.320000000002
57,FOODS_1,58,5097.939999999999
58,FOODS_1,59,3744.61
59,FOODS_1,60,3489.500000000003
60,FOODS_1,61,3479.620000000002
61,FOODS_1,62,3915.5799999999986
62,FOODS_1,63,4651.2
63,FOODS_1,64,5168.08
64,FOODS_1,65,4926.619999999999
65,FOODS_1,66,3865.8600000000038
66,FOODS_1,67,4057.210000000003
67,FOODS_1,68,3945.810000000003
68,FOODS_1,69,4447.730000000001
69,FOODS_1,70,4439.040000000005
70,FOODS_1,71,5115.539999999997
71,FOODS_1,72,4606.69
72,FOODS_1,73,3878.8200000000024
73,FOODS_1,74,3266.0000000000027
74,FOODS_1,75,3680.490000000001
75,FOODS_1,76,3859.479999999997
76,FOODS_1,77,4890.489999999998
77,FOODS_1,78,5016.060000000003
78,FOODS_1,79,4735.630000000002
79,FOODS_1,80,3517.1300000000015
80,FOODS_1,81,3945.1100000000006
81,FOODS_1,82,4044.0400000000054
82,FOODS_1,83,4410.2
83,FOODS_1,84,6025.8399999999965
84,FOODS_1,85,8237.91
85,FOODS_1,86,6113.960000000007
86,FOODS_1,87,3100.5200000000036
87,FOODS_1,88,3073.4600000000023
88,FOODS_1,89,3039.380000000002
89,FOODS_1,90,3602.630000000001
90,FOODS_1,91,4089.780000000003
91,FOODS_1,92,4503.890000000001
92,FOODS_1,93,5114.060000000002
93,FOODS_1,94,4077.950000000002
94,FOODS_1,95,4102.940000000008
95,FOODS_1,96,3599.0000000000036
96,FOODS_1,97,3749.8600000000015
97,FOODS_1,98,4004.3000000000006
98,FOODS_1,99,5422.309999999997
99,FOODS_1,100,4187.480000000003
100,FOODS_1,101,3948.7900000000027
101,FOODS_1,102,3800.87
102,FOODS_1,103,3690.8300000000027
103,FOODS_1,104,4008.4600000000014
104,FOODS_1,105,4164.4000000000015
105,FOODS_1,106,5062.310000000001
106,FOODS_1,107,5077.770000000009
107,FOODS_1,108,3937.9600000000037
108,FOODS_1,109,3515.9800000000023
109,FOODS_1,110,3558.580000000002
110,FOODS_1,111,3495.160000000004
111,FOODS_1,112,3828.110000000001
112,FOODS_1,113,4101.800000000001
113,FOODS_1,114,3899.610000000002
114,FOODS_1,115,3275.049999999999
115,FOODS_1,116,3196.5900000000006
116,FOODS_1,117,3340.1000000000035
117,FOODS_1,118,3582.3100000000018
118,FOODS_1,119,3341.460000000003
119,FOODS_1,120,4502.680000000003
120,FOODS_1,121,3477.7100000000005
121,FOODS_1,122,3315.9300000000017
122,FOODS_1,123,3083.110000000001
123,FOODS_1,124,3903.910000000001
124,FOODS_1,125,3395.1100000000047
125,FOODS_1,126,4605.459999999999
126,FOODS_1,127,4464.3800000000065
127,FOODS_1,128,4527.450000000005
128,FOODS_1,129,4061.360000000005
129,FOODS_1,130,3831.2000000000016
130,FOODS_1,131,3967.5099999999998
131,FOODS_1,132,4300.600000000008
132,FOODS_1,133,4350.230000000009
133,FOODS_1,134,4984.530000000004
134,FOODS_1,135,4875.250000000002
135,FOODS_1,136,3849.3900000000044
136,FOODS_1,137,3896.2600000000066
137,FOODS_1,138,4545.550000000002
138,FOODS_1,139,4473.800000000004
139,FOODS_1,140,4659.680000000003
140,FOODS_1,141,4741.420000000001
141,FOODS_1,142,4619.000000000006
142,FOODS_1,143,3727.080000000002
143,FOODS_1,144,3433.8200000000043
144,FOODS_1,145,4019.890000000003
145,FOODS_1,146,4375.380000000004
146,FOODS_1,147,4619.360000000003
147,FOODS_1,148,4611.410000000003
148,FOODS_1,149,4166.650000000003
149,FOODS_1,150,3592.200000000007
150,FOODS_1,151,3558.570000000003
151,FOODS_1,152,3994.090000000007
152,FOODS_1,153,3896.5800000000054
153,FOODS_1,154,4786.220000000002
154,FOODS_1,155,4883.260000000004
155,FOODS_1,156,4339.310000000005
156,FOODS_1,157,3735.1700000000033
157,FOODS_1,158,4074.4500000000053
158,FOODS_1,159,4170.750000000004
159,FOODS_1,160,4498.280000000004
160,FOODS_1,161,4429.000000000007
161,FOODS_1,162,4751.419999999999
162,FOODS_1,163,4476.7300000000005
163,FOODS_1,164,3611.160000000006
164,FOODS_1,165,3970.940000000005
165,FOODS_1,166,4047.660000000004
166,FOODS_1,167,3786.040000000002
167,FOODS_1,168,4953.709999999999
168,FOODS_1,169,5132.769999999998
169,FOODS_1,170,4171.230000000003
170,FOODS_1,171,3707.8800000000024
171,FOODS_1,172,3666.6400000000012
172,FOODS_1,173,3591.9100000000026
173,FOODS_1,174,4142.840000000003
174,FOODS_1,175,5090.780000000002
175,FOODS_1,176,5299.640000000003
176,FOODS_1,177,4493.590000000004
177,FOODS_1,178,3559.5100000000043
178,FOODS_1,179,3805.300000000004
179,FOODS_1,180,3987.800000000003
180,FOODS_1,181,3901.050000000004
181,FOODS_1,182,4240.920000000004
182,FOODS_1,183,4552.329999999996
183,FOODS_1,184,4847.799999999998
184,FOODS_1,185,4057.4300000000044
185,FOODS_1,186,3886.7600000000043
186,FOODS_1,187,3988.0199999999973
187,FOODS_1,188,3960.11
188,FOODS_1,189,3930.02
189,FOODS_1,190,3954.330000000003
190,FOODS_1,191,4187.819999999999
191,FOODS_1,192,3711.100000000005
192,FOODS_1,193,3785.840000000003
193,FOODS_1,194,3419.4100000000026
194,FOODS_1,195,3988.460000000003
195,FOODS_1,196,4568.599999999999
196,FOODS_1,197,4639.34
197,FOODS_1,198,4328.669999999998
198,FOODS_1,199,3519.890000000003
199,FOODS_1,200,3391.299999999999
200,FOODS_1,201,3747.060000000003
201,FOODS_1,202,3505.47
202,FOODS_1,203,4408.520000000002
203,FOODS_1,204,4229.3499999999985
204,FOODS_1,205,4078.2800000000007
205,FOODS_1,206,3235.3700000000035
206,FOODS_1,207,3115.070000000002
207,FOODS_1,208,3809.170000000006
208,FOODS_1,209,3849.6200000000035
209,FOODS_1,210,4688.609999999997
210,FOODS_1,211,5293.109999999991
211,FOODS_1,212,4659.52
212,FOODS_1,213,3979.7900000000004
213,FOODS_1,214,4107.990000000005
214,FOODS_1,215,4389.629999999998
215,FOODS_1,216,4611.070000000002
216,FOODS_1,217,5105.159999999997
217,FOODS_1,218,5568.349999999995
218,FOODS_1,219,4443.450000000002
219,FOODS_1,220,4676.739999999994
220,FOODS_1,221,3817.9600000000046
221,FOODS_1,222,3973.340000000005
222,FOODS_1,223,4257.99
223,FOODS_1,224,4334.460000000001
224,FOODS_1,225,5553.139999999992
225,FOODS_1,226,5013.119999999996
226,FOODS_1,227,3804.0900000000033
227,FOODS_1,228,4338.349999999997
228,FOODS_1,229,4489.0599999999995
229,FOODS_1,230,4569.500000000004
230,FOODS_1,231,5344.139999999991
231,FOODS_1,232,5988.619999999989
232,FOODS_1,233,4939.269999999989
233,FOODS_1,234,3820.8400000000006
234,FOODS_1,235,3838.0800000000027
235,FOODS_1,236,4403.499999999998
236,FOODS_1,237,4434.5099999999975
237,FOODS_1,238,4806.999999999999
238,FOODS_1,239,5505.269999999997
239,FOODS_1,240,4685.0199999999995
240,FOODS_1,241,3834.980000000003
241,FOODS_1,242,3903.5200000000045
242,FOODS_1,243,3630.460000000003
243,FOODS_1,244,4230.060000000001
244,FOODS_1,245,5110.879999999997
245,FOODS_1,246,6649.9999999999845
246,FOODS_1,247,5475.79999999999
247,FOODS_1,248,4804.21
248,FOODS_1,249,4667.359999999996
249,FOODS_1,250,4681.079999999997
250,FOODS_1,251,4678.159999999998
251,FOODS_1,252,5503.109999999986
252,FOODS_1,253,6183.41999999999
253,FOODS_1,254,5307.519999999995
254,FOODS_1,255,4773.380000000003
255,FOODS_1,256,4459.459999999995
256,FOODS_1,257,4557.679999999999
257,FOODS_1,258,4516.310000000002
258,FOODS_1,259,5506.039999999989
259,FOODS_1,260,6318.989999999983
260,FOODS_1,261,5304.029999999988
261,FOODS_1,262,4316.04
262,FOODS_1,263,4358.189999999999
263,FOODS_1,264,4338.84
264,FOODS_1,265,4257.220000000001
265,FOODS_1,266,4722.740000000001
266,FOODS_1,267,5557.49999999999
267,FOODS_1,268,5318.439999999994
268,FOODS_1,269,4202.170000000002
269,FOODS_1,270,4548.179999999998
270,FOODS_1,271,4612.069999999996
271,FOODS_1,272,4663.2999999999965
272,FOODS_1,273,5660.239999999984
273,FOODS_1,274,5945.099999999994
274,FOODS_1,275,6743.189999999986
275,FOODS_1,276,5773.299999999986
276,FOODS_1,277,4476.839999999999
277,FOODS_1,278,3554.940000000008
278,FOODS_1,279,4121.240000000007
279,FOODS_1,280,4439.330000000003
280,FOODS_1,281,5536.959999999989
281,FOODS_1,282,5526.579999999988
282,FOODS_1,283,4221.270000000004
283,FOODS_1,284,4369.230000000004
284,FOODS_1,285,4279.800000000003
285,FOODS_1,286,4578.19
286,FOODS_1,287,4769.170000000001
287,FOODS_1,288,5778.8499999999785
288,FOODS_1,289,5838.629999999983
289,FOODS_1,290,4218.090000000001
290,FOODS_1,291,4431.130000000001
291,FOODS_1,292,4573.439999999996
292,FOODS_1,293,4333.749999999996
293,FOODS_1,294,4893.8
294,FOODS_1,295,6313.629999999986
295,FOODS_1,296,5174.659999999989
296,FOODS_1,297,4425.109999999998
297,FOODS_1,298,4175.890000000001
298,FOODS_1,299,5001.749999999998
299,FOODS_1,300,2921.100000000002
300,FOODS_1,301,4690.519999999995
301,FOODS_1,302,4895.409999999989
302,FOODS_1,303,5175.699999999992
303,FOODS_1,304,4618.379999999997
304,FOODS_1,305,4575.539999999998
305,FOODS_1,306,4642.419999999998
306,FOODS_1,307,5138.66999999999
307,FOODS_1,308,5680.0799999999945
308,FOODS_1,309,7041.679999999986
309,FOODS_1,310,6168.149999999991
310,FOODS_1,311,5619.32999999999
311,FOODS_1,312,5716.249999999996
312,FOODS_1,313,5190.8899999999885
313,FOODS_1,314,5796.279999999985
314,FOODS_1,315,5969.8499999999885
315,FOODS_1,316,6652.869999999977
316,FOODS_1,317,6870.709999999982
317,FOODS_1,318,5881.729999999996
318,FOODS_1,319,6158.869999999983
319,FOODS_1,320,6315.309999999981
320,FOODS_1,321,7244.28999999998
321,FOODS_1,322,6423.2599999999875
322,FOODS_1,323,7223.679999999989
323,FOODS_1,324,6792.469999999979
324,FOODS_1,325,6133.639999999984
325,FOODS_1,326,6507.869999999988
326,FOODS_1,327,7218.419999999993
327,FOODS_1,328,7290.419999999994
328,FOODS_1,329,9843.699999999973
329,FOODS_1,330,7922.759999999985
330,FOODS_1,331,0.0
331,FOODS_1,332,5391.109999999992
332,FOODS_1,333,4396.060000000004
333,FOODS_1,334,4477.1799999999985
334,FOODS_1,335,4467.079999999994
335,FOODS_1,336,5727.259999999994
336,FOODS_1,337,5229.50999999999
337,FOODS_1,338,4056.9500000000025
338,FOODS_1,339,5627.889999999986
339,FOODS_1,340,4559.1299999999965
340,FOODS_1,341,4587.119999999992
341,FOODS_1,342,4736.590000000002
342,FOODS_1,343,5229.769999999987
343,FOODS_1,344,6058.719999999989
344,FOODS_1,345,6362.789999999985
345,FOODS_1,346,4535.450000000002
346,FOODS_1,347,4609.960000000003
347,FOODS_1,348,5597.6699999999955
348,FOODS_1,349,5020.769999999995
349,FOODS_1,350,5537.66999999999
350,FOODS_1,351,6465.259999999987
351,FOODS_1,352,6147.9999999999845
352,FOODS_1,353,5437.579999999998
353,FOODS_1,354,4414.52
354,FOODS_1,355,5151.589999999991
355,FOODS_1,356,5327.979999999987
356,FOODS_1,357,5538.529999999991
357,FOODS_1,358,7060.989999999974
358,FOODS_1,359,5784.369999999987
359,FOODS_1,360,4845.080000000001
360,FOODS_1,361,4995.189999999993
361,FOODS_1,362,5190.069999999993
362,FOODS_1,363,5118.599999999989
363,FOODS_1,364,5721.269999999996
364,FOODS_1,365,7254.399999999982
365,FOODS_1,366,6742.569999999978
366,FOODS_1,367,5020.61999999999
367,FOODS_1,368,5385.469999999989
368,FOODS_1,369,5578.16
369,FOODS_1,370,6106.669999999981
370,FOODS_1,371,6936.869999999981
371,FOODS_1,372,8773.989999999978
372,FOODS_1,373,7760.119999999985
373,FOODS_1,374,5921.239999999984
374,FOODS_1,375,5480.789999999989
375,FOODS_1,376,6421.879999999978
376,FOODS_1,377,6530.409999999987
377,FOODS_1,378,6959.979999999984
378,FOODS_1,379,9082.269999999979
379,FOODS_1,380,9267.109999999982
380,FOODS_1,381,10924.23999999997
381,FOODS_1,382,7876.23999999998
382,FOODS_1,383,5201.589999999991
383,FOODS_1,384,5189.359999999993
384,FOODS_1,385,6071.779999999999
385,FOODS_1,386,6887.219999999993
386,FOODS_1,387,6533.4499999999825
387,FOODS_1,388,5565.439999999992
388,FOODS_1,389,4692.769999999999
389,FOODS_1,390,4928.910000000004
390,FOODS_1,391,4822.049999999997
391,FOODS_1,392,5549.959999999989
392,FOODS_1,393,6808.979999999984
393,FOODS_1,394,6429.259999999981
394,FOODS_1,395,5192.149999999993
395,FOODS_1,396,4807.899999999995
396,FOODS_1,397,4987.7499999999945
397,FOODS_1,398,6188.439999999992
398,FOODS_1,399,6182.039999999988
399,FOODS_1,400,7565.259999999981
400,FOODS_1,401,6590.559999999981
401,FOODS_1,402,5454.369999999991
402,FOODS_1,403,5352.379999999997
403,FOODS_1,404,5065.98999999999
404,FOODS_1,405,5713.8699999999935
405,FOODS_1,406,6700.819999999983
406,FOODS_1,407,7856.089999999978
407,FOODS_1,408,7187.799999999982
408,FOODS_1,409,5748.259999999993
409,FOODS_1,410,5374.999999999996
410,FOODS_1,411,5556.319999999991
411,FOODS_1,412,6237.9099999999835
412,FOODS_1,413,6201.849999999985
413,FOODS_1,414,7747.809999999981
414,FOODS_1,415,6487.39999999998
415,FOODS_1,416,5279.339999999988
416,FOODS_1,417,4750.630000000003
417,FOODS_1,418,5089.349999999991
418,FOODS_1,419,5417.219999999992
419,FOODS_1,420,6036.099999999988
420,FOODS_1,421,7586.459999999975
421,FOODS_1,422,7216.229999999981
422,FOODS_1,423,5656.759999999983
423,FOODS_1,424,5111.17
424,FOODS_1,425,5374.939999999995
425,FOODS_1,426,5504.969999999987
426,FOODS_1,427,7041.779999999985
427,FOODS_1,428,7377.5099999999875
428,FOODS_1,429,7930.5299999999925
429,FOODS_1,430,6374.349999999982
430,FOODS_1,431,6782.309999999984
431,FOODS_1,432,6415.109999999981
432,FOODS_1,433,7466.079999999982
433,FOODS_1,434,8957.079999999974
434,FOODS_1,435,11210.679999999957
435,FOODS_1,436,7839.779999999971
436,FOODS_1,437,4897.609999999987
437,FOODS_1,438,5020.77999999999
438,FOODS_1,439,4954.049999999997
439,FOODS_1,440,5244.879999999994
440,FOODS_1,441,5900.659999999993
441,FOODS_1,442,7164.969999999981
442,FOODS_1,443,6114.739999999993
443,FOODS_1,444,5045.219999999998
444,FOODS_1,445,4931.4600000000055
445,FOODS_1,446,5043.169999999992
446,FOODS_1,447,5027.639999999999
447,FOODS_1,448,5094.559999999995
448,FOODS_1,449,6524.219999999984
449,FOODS_1,450,5445.719999999996
450,FOODS_1,451,4780.090000000001
451,FOODS_1,452,4390.889999999999
452,FOODS_1,453,5096.469999999997
453,FOODS_1,454,5492.22999999999
454,FOODS_1,455,5885.519999999994
455,FOODS_1,456,6968.889999999986
456,FOODS_1,457,6379.669999999983
457,FOODS_1,458,4883.229999999992
458,FOODS_1,459,5731.649999999995
459,FOODS_1,460,5372.259999999996
460,FOODS_1,461,5342.879999999986
461,FOODS_1,462,6248.829999999994
462,FOODS_1,463,6569.9099999999835
463,FOODS_1,464,6341.979999999983
464,FOODS_1,465,4884.799999999996
465,FOODS_1,466,5443.999999999997
466,FOODS_1,467,5601.229999999992
467,FOODS_1,468,6281.97999999998
468,FOODS_1,469,6181.789999999992
469,FOODS_1,470,7653.60999999997
470,FOODS_1,471,6352.489999999985
471,FOODS_1,472,5012.099999999998
472,FOODS_1,473,4986.969999999998
473,FOODS_1,474,5704.309999999997
474,FOODS_1,475,5266.089999999991
475,FOODS_1,476,5773.85999999999
476,FOODS_1,477,6136.079999999994
477,FOODS_1,478,6036.859999999982
478,FOODS_1,479,4527.739999999997
479,FOODS_1,480,5196.5499999999965
480,FOODS_1,481,5413.969999999991
481,FOODS_1,482,5158.499999999993
482,FOODS_1,483,6283.619999999984
483,FOODS_1,484,6916.259999999987
484,FOODS_1,485,6552.489999999989
485,FOODS_1,486,6951.019999999985
486,FOODS_1,487,5771.1999999999925
487,FOODS_1,488,6071.589999999991
488,FOODS_1,489,6177.849999999983
489,FOODS_1,490,7254.839999999989
490,FOODS_1,491,7960.23999999998
491,FOODS_1,492,6208.219999999993
492,FOODS_1,493,5486.349999999997
493,FOODS_1,494,5799.009999999988
494,FOODS_1,495,6048.299999999985
495,FOODS_1,496,6079.849999999984
496,FOODS_1,497,6528.929999999985
497,FOODS_1,498,7072.509999999978
498,FOODS_1,499,6687.17999999998
499,FOODS_1,500,5884.2799999999925
500,FOODS_1,501,6557.239999999985
501,FOODS_1,502,6026.789999999985
502,FOODS_1,503,6743.389999999979
503,FOODS_1,504,7399.079999999982
504,FOODS_1,505,7410.199999999981
505,FOODS_1,506,6659.459999999981
506,FOODS_1,507,5577.049999999994
507,FOODS_1,508,5679.51999999999
508,FOODS_1,509,5333.189999999993
509,FOODS_1,510,5862.439999999977
510,FOODS_1,511,6239.179999999981
511,FOODS_1,512,7375.619999999983
512,FOODS_1,513,6564.53999999999
513,FOODS_1,514,5432.70999999999
514,FOODS_1,515,5302.789999999987
515,FOODS_1,516,5206.79999999999
516,FOODS_1,517,5453.709999999993
517,FOODS_1,518,6864.949999999982
518,FOODS_1,519,6771.6999999999825
519,FOODS_1,520,6704.999999999984
520,FOODS_1,521,5860.699999999989
521,FOODS_1,522,6482.469999999986
522,FOODS_1,523,5680.199999999985
523,FOODS_1,524,5560.34999999999
524,FOODS_1,525,6133.269999999991
525,FOODS_1,526,6442.46999999998
526,FOODS_1,527,6652.1299999999765
527,FOODS_1,528,5830.079999999982
528,FOODS_1,529,6142.94999999998
529,FOODS_1,530,5905.239999999979
530,FOODS_1,531,6199.809999999982
531,FOODS_1,532,6882.449999999972
532,FOODS_1,533,7517.159999999968
533,FOODS_1,534,7296.309999999972
534,FOODS_1,535,5880.50999999998
535,FOODS_1,536,6031.269999999981
536,FOODS_1,537,5888.789999999983
537,FOODS_1,538,6606.68999999998
538,FOODS_1,539,6932.509999999972
539,FOODS_1,540,7504.019999999971
540,FOODS_1,541,6703.289999999982
541,FOODS_1,542,5456.159999999989
542,FOODS_1,543,6441.539999999986
543,FOODS_1,544,6198.9499999999825
544,FOODS_1,545,6106.469999999979
545,FOODS_1,546,6445.919999999979
546,FOODS_1,547,7032.099999999981
547,FOODS_1,548,6286.119999999983
548,FOODS_1,549,5174.66999999999
549,FOODS_1,550,6026.189999999976
550,FOODS_1,551,6524.169999999982
551,FOODS_1,552,6666.72999999998
552,FOODS_1,553,7592.749999999972
553,FOODS_1,554,7923.769999999976
554,FOODS_1,555,7456.7799999999725
555,FOODS_1,556,5972.74999999998
556,FOODS_1,557,5845.099999999983
557,FOODS_1,558,6372.939999999971
558,FOODS_1,559,7367.219999999985
559,FOODS_1,560,7401.089999999968
560,FOODS_1,561,8720.049999999957
561,FOODS_1,562,7809.3399999999765
562,FOODS_1,563,6446.299999999983
563,FOODS_1,564,7307.799999999978
564,FOODS_1,565,6771.299999999981
565,FOODS_1,566,6906.389999999985
566,FOODS_1,567,7420.3799999999765
567,FOODS_1,568,8276.609999999975
568,FOODS_1,569,8096.539999999987
569,FOODS_1,570,6533.239999999977
570,FOODS_1,571,6465.229999999978
571,FOODS_1,572,6275.899999999986
572,FOODS_1,573,6894.679999999971
573,FOODS_1,574,7762.5999999999685
574,FOODS_1,575,8593.079999999964
575,FOODS_1,576,7672.89999999997
576,FOODS_1,577,5752.889999999992
577,FOODS_1,578,6101.599999999984
578,FOODS_1,579,6484.359999999979
579,FOODS_1,580,6535.749999999986
580,FOODS_1,581,8423.90999999997
581,FOODS_1,582,9411.919999999964
582,FOODS_1,583,8782.089999999955
583,FOODS_1,584,8625.919999999958
584,FOODS_1,585,6562.029999999978
585,FOODS_1,586,7273.649999999964
586,FOODS_1,587,6946.819999999974
587,FOODS_1,588,7867.279999999965
588,FOODS_1,589,8992.59999999995
589,FOODS_1,590,8064.279999999948
590,FOODS_1,591,6377.7199999999775
591,FOODS_1,592,6915.579999999966
592,FOODS_1,593,6710.279999999976
593,FOODS_1,594,6907.739999999968
594,FOODS_1,595,7954.599999999965
595,FOODS_1,596,9576.439999999953
596,FOODS_1,597,7760.429999999961
597,FOODS_1,598,6208.64999999997
598,FOODS_1,599,6599.399999999977
599,FOODS_1,600,6360.9399999999705
600,FOODS_1,601,6923.829999999968
601,FOODS_1,602,7337.2899999999545
602,FOODS_1,603,8361.229999999978
603,FOODS_1,604,7972.909999999953
604,FOODS_1,605,6095.4799999999705
605,FOODS_1,606,5590.689999999983
606,FOODS_1,607,6114.899999999981
607,FOODS_1,608,6049.439999999974
608,FOODS_1,609,7386.779999999968
609,FOODS_1,610,8339.94999999997
610,FOODS_1,611,7284.309999999969
611,FOODS_1,612,5509.519999999988
612,FOODS_1,613,5932.2999999999765
613,FOODS_1,614,6273.9999999999745
614,FOODS_1,615,5940.0499999999765
615,FOODS_1,616,6334.159999999966
616,FOODS_1,617,7998.79999999996
617,FOODS_1,618,7943.779999999964
618,FOODS_1,619,6508.369999999961
619,FOODS_1,620,6982.949999999966
620,FOODS_1,621,6726.539999999972
621,FOODS_1,622,6910.909999999987
622,FOODS_1,623,7570.209999999971
623,FOODS_1,624,8307.04999999996
624,FOODS_1,625,7976.509999999962
625,FOODS_1,626,6690.279999999977
626,FOODS_1,627,6341.369999999991
627,FOODS_1,628,5644.369999999991
628,FOODS_1,629,5526.659999999986
629,FOODS_1,630,6516.55999999997
630,FOODS_1,631,8022.869999999964
631,FOODS_1,632,6560.579999999972
632,FOODS_1,633,5788.29999999997
633,FOODS_1,634,5614.579999999975
634,FOODS_1,635,6338.329999999971
635,FOODS_1,636,5730.629999999981
636,FOODS_1,637,7538.109999999973
637,FOODS_1,638,8429.89999999996
638,FOODS_1,639,7548.769999999954
639,FOODS_1,640,5951.02999999997
640,FOODS_1,641,7561.729999999968
641,FOODS_1,642,9927.109999999957
642,FOODS_1,643,5725.439999999974
643,FOODS_1,644,6506.949999999977
644,FOODS_1,645,7408.799999999968
645,FOODS_1,646,6717.279999999957
646,FOODS_1,647,5686.599999999985
647,FOODS_1,648,5440.909999999983
648,FOODS_1,649,5905.469999999971
649,FOODS_1,650,6351.49999999998
650,FOODS_1,651,6734.819999999964
651,FOODS_1,652,8009.829999999951
652,FOODS_1,653,7609.239999999965
653,FOODS_1,654,6495.099999999976
654,FOODS_1,655,5447.019999999983
655,FOODS_1,656,5683.849999999983
656,FOODS_1,657,6568.879999999973
657,FOODS_1,658,7048.709999999961
658,FOODS_1,659,7838.789999999966
659,FOODS_1,660,7135.069999999963
660,FOODS_1,661,5533.579999999985
661,FOODS_1,662,5900.91999999998
662,FOODS_1,663,5966.969999999976
663,FOODS_1,664,3771.6899999999987
664,FOODS_1,665,5598.859999999979
665,FOODS_1,666,6506.099999999973
666,FOODS_1,667,5656.809999999981
667,FOODS_1,668,4972.54999999999
668,FOODS_1,669,5427.729999999986
669,FOODS_1,670,5463.299999999983
670,FOODS_1,671,6011.019999999983
671,FOODS_1,672,6707.629999999977
672,FOODS_1,673,8193.47999999996
673,FOODS_1,674,8056.849999999954
674,FOODS_1,675,7175.9699999999675
675,FOODS_1,676,6313.27999999997
676,FOODS_1,677,7124.089999999969
677,FOODS_1,678,7168.169999999971
678,FOODS_1,679,7206.929999999962
679,FOODS_1,680,8749.799999999948
680,FOODS_1,681,8446.089999999951
681,FOODS_1,682,6953.059999999971
682,FOODS_1,683,6567.489999999973
683,FOODS_1,684,7488.249999999971
684,FOODS_1,685,6756.209999999969
685,FOODS_1,686,8029.109999999965
686,FOODS_1,687,9537.059999999958
687,FOODS_1,688,8633.979999999956
688,FOODS_1,689,7427.749999999968
689,FOODS_1,690,8416.359999999975
690,FOODS_1,691,8835.20999999996
691,FOODS_1,692,8696.539999999957
692,FOODS_1,693,8877.089999999971
693,FOODS_1,694,9768.519999999955
694,FOODS_1,695,9108.069999999963
695,FOODS_1,696,8250.789999999952
696,FOODS_1,697,5.23
697,FOODS_1,698,6653.159999999973
698,FOODS_1,699,6025.789999999974
699,FOODS_1,700,6307.0599999999795
700,FOODS_1,701,6943.559999999971
701,FOODS_1,702,6440.219999999971
702,FOODS_1,703,6472.249999999976
703,FOODS_1,704,4871.039999999985
704,FOODS_1,705,6329.3399999999665
705,FOODS_1,706,7020.489999999967
706,FOODS_1,707,6594.719999999968
707,FOODS_1,708,7466.749999999976
708,FOODS_1,709,7413.089999999957
709,FOODS_1,710,6633.399999999968
710,FOODS_1,711,6595.759999999966
711,FOODS_1,712,6641.649999999975
712,FOODS_1,713,6525.969999999971
713,FOODS_1,714,7624.489999999966
714,FOODS_1,715,8583.459999999952
715,FOODS_1,716,7737.549999999949
716,FOODS_1,717,6916.419999999969
717,FOODS_1,718,6862.4199999999655
718,FOODS_1,719,6097.3199999999715
719,FOODS_1,720,6034.0599999999695
720,FOODS_1,721,6633.989999999969
721,FOODS_1,722,7843.1899999999705
722,FOODS_1,723,6540.919999999966
723,FOODS_1,724,5411.689999999985
724,FOODS_1,725,5231.0499999999865
725,FOODS_1,726,5513.369999999978
726,FOODS_1,727,5522.5599999999795
727,FOODS_1,728,6594.609999999959
728,FOODS_1,729,7767.549999999968
729,FOODS_1,730,7300.85999999996
730,FOODS_1,731,5739.499999999976
731,FOODS_1,732,5653.149999999971
732,FOODS_1,733,5478.489999999969
733,FOODS_1,734,5938.769999999978
