,cat_id,d,revenue
58,FOODS,59,32966.68999999966
59,FOODS,60,29718.839999999687
60,FOODS,61,28539.30999999961
61,FOODS,62,32324.229999999625
62,FOODS,63,42421.02999999992
63,FOODS,64,49498.48000000008
64,FOODS,65,52578.610000000226
65,FOODS,66,39206.03999999987
66,FOODS,67,39077.329999999856
67,FOODS,68,37386.209999999766
68,FOODS,69,37607.84999999984
69,FOODS,70,39459.759999999784
70,FOODS,71,50940.620000000104
71,FOODS,72,49907.310000000085
72,FOODS,73,40121.51999999986
73,FOODS,74,37936.79999999976
74,FOODS,75,34109.91999999967
75,FOODS,76,34500.05999999978
76,FOODS,77,41496.629999999954
77,FOODS,78,46074.57000000009
78,FOODS,79,46542.92000000013
79,FOODS,80,35466.9399999997
80,FOODS,81,31297.879999999634
81,FOODS,82,32085.829999999616
82,FOODS,83,32283.119999999686
83,FOODS,84,39381.09000000006
84,FOODS,85,49895.4600000002
85,FOODS,86,39803.22999999999
86,FOODS,87,30002.739999999656
87,FOODS,88,27806.26999999973
88,FOODS,89,27192.64999999971
89,FOODS,90,27189.179999999757
90,FOODS,91,34067.04999999969
91,FOODS,92,41705.79999999997
92,FOODS,93,45160.1700000001
93,FOODS,94,36412.6599999998
94,FOODS,95,38790.25999999986
95,FOODS,96,32902.68999999963
96,FOODS,97,33913.7799999997
97,FOODS,98,41093.56999999986
98,FOODS,99,45668.33000000002
99,FOODS,100,37787.269999999844
100,FOODS,101,42384.65000000013
101,FOODS,102,35858.549999999756
102,FOODS,103,35430.739999999794
103,FOODS,104,35942.21999999978
104,FOODS,105,40048.50999999999
105,FOODS,106,45030.610000000175
106,FOODS,107,50960.2200000001
107,FOODS,108,35588.22999999984
108,FOODS,109,31871.979999999727
109,FOODS,110,29867.32999999969
110,FOODS,111,30067.409999999647
111,FOODS,112,33611.749999999774
112,FOODS,113,40959.13999999993
113,FOODS,114,41850.52000000016
114,FOODS,115,33273.829999999674
115,FOODS,116,30007.239999999612
116,FOODS,117,30009.72999999966
117,FOODS,118,32095.759999999686
118,FOODS,119,34313.91999999972
119,FOODS,120,39827.580000000045
120,FOODS,121,37493.36999999986
121,FOODS,122,36423.3499999998
122,FOODS,123,30445.289999999717
123,FOODS,124,36276.049999999894
124,FOODS,125,36415.129999999706
125,FOODS,126,43219.18999999999
126,FOODS,127,48774.020000000026
127,FOODS,128,52695.77000000007
128,FOODS,129,44710.860000000044
129,FOODS,130,43866.98000000006
130,FOODS,131,40620.15999999989
131,FOODS,132,40936.57999999984
132,FOODS,133,42623.58999999983
133,FOODS,134,48413.29999999996
134,FOODS,135,52810.91000000028
135,FOODS,136,43225.020000000084
136,FOODS,137,40177.15999999984
137,FOODS,138,43214.249999999985
138,FOODS,139,37624.71999999968
139,FOODS,140,40437.11999999994
140,FOODS,141,45491.96000000005
141,FOODS,142,42747.079999999856
142,FOODS,143,38677.18999999996
143,FOODS,144,34498.13999999971
144,FOODS,145,33811.0799999996
145,FOODS,146,35859.08999999968
146,FOODS,147,38720.6399999999
147,FOODS,148,41278.17000000006
148,FOODS,149,43957.27000000014
149,FOODS,150,36006.20999999978
150,FOODS,151,31092.979999999672
151,FOODS,152,31098.14999999961
152,FOODS,153,34199.77999999966
153,FOODS,154,47717.98000000019
154,FOODS,155,51929.25000000011
155,FOODS,156,48985.60000000005
156,FOODS,157,38921.759999999915
157,FOODS,158,44750.120000000024
158,FOODS,159,43902.06999999987
159,FOODS,160,45502.290000000175
160,FOODS,161,45946.03000000005
161,FOODS,162,53053.180000000204
162,FOODS,163,52647.340000000295
163,FOODS,164,45432.98000000001
164,FOODS,165,41775.87999999985
165,FOODS,166,40930.38999999989
166,FOODS,167,39172.879999999874
167,FOODS,168,47305.59999999997
168,FOODS,169,50154.14000000012
169,FOODS,170,51331.18000000024
170,FOODS,171,40365.06999999998
171,FOODS,172,37102.009999999704
172,FOODS,173,37024.199999999815
173,FOODS,174,37199.46999999977
174,FOODS,175,41821.00999999995
175,FOODS,176,47274.81000000023
176,FOODS,177,47267.780000000304
177,FOODS,178,37463.53999999989
178,FOODS,179,34111.72999999969
179,FOODS,180,33093.23999999963
180,FOODS,181,34010.959999999606
181,FOODS,182,38346.59999999973
182,FOODS,183,43483.419999999984
183,FOODS,184,46312.71000000006
184,FOODS,185,43292.650000000096
185,FOODS,186,41128.38999999989
186,FOODS,187,44253.619999999915
187,FOODS,188,39451.68999999993
188,FOODS,189,43577.969999999936
189,FOODS,190,51112.030000000166
190,FOODS,191,55035.690000000235
191,FOODS,192,45008.91000000004
192,FOODS,193,45310.050000000076
193,FOODS,194,41799.59000000004
194,FOODS,195,43386.810000000005
195,FOODS,196,48157.000000000175
196,FOODS,197,55208.700000000215
197,FOODS,198,56937.95000000021
198,FOODS,199,47488.00000000006
199,FOODS,200,41164.63
200,FOODS,201,38764.52999999987
201,FOODS,202,38079.81999999982
202,FOODS,203,42737.96000000002
203,FOODS,204,50327.45000000028
204,FOODS,205,56784.77000000036
205,FOODS,206,41858.64000000003
206,FOODS,207,36826.42999999978
207,FOODS,208,35964.03999999963
208,FOODS,209,34662.40999999957
209,FOODS,210,38275.49999999975
210,FOODS,211,48385.94000000013
211,FOODS,212,51224.210000000196
212,FOODS,213,37019.57999999991
213,FOODS,214,32285.039999999557
214,FOODS,215,34946.039999999724
215,FOODS,216,42402.38000000012
216,FOODS,217,46592.19999999995
217,FOODS,218,54362.32000000024
218,FOODS,219,44317.460000000036
219,FOODS,220,50909.470000000205
220,FOODS,221,44998.21000000004
221,FOODS,222,41858.07000000022
222,FOODS,223,40577.639999999825
223,FOODS,224,47411.5500000001
224,FOODS,225,54970.53000000046
225,FOODS,226,60361.290000000154
226,FOODS,227,45801.930000000044
227,FOODS,228,42287.830000000155
228,FOODS,229,39177.38999999981
229,FOODS,230,44326.33999999992
230,FOODS,231,44007.460000000014
231,FOODS,232,52255.19000000014
232,FOODS,233,54182.7800000003
233,FOODS,234,41293.59000000007
234,FOODS,235,37553.86999999989
235,FOODS,236,36156.07999999959
236,FOODS,237,35656.70999999977
237,FOODS,238,42057.999999999905
238,FOODS,239,51087.67000000017
239,FOODS,240,53861.36000000025
240,FOODS,241,38615.11999999985
241,FOODS,242,35724.13999999975
242,FOODS,243,34728.78999999965
243,FOODS,244,33528.179999999564
244,FOODS,245,44075.64000000006
245,FOODS,246,59938.67000000037
246,FOODS,247,61052.69000000025
247,FOODS,248,50724.71000000009
248,FOODS,249,43162.419999999925
249,FOODS,250,44686.09999999997
250,FOODS,251,44753.44999999997
251,FOODS,252,49589.80000000001
252,FOODS,253,58937.98000000018
253,FOODS,254,62151.49000000032
254,FOODS,255,50983.27000000014
255,FOODS,256,45410.0499999999
256,FOODS,257,46927.29000000008
257,FOODS,258,43462.83000000002
258,FOODS,259,48703.27000000007
259,FOODS,260,62856.37000000041
260,FOODS,261,59496.700000000405
261,FOODS,262,46017.37000000008
262,FOODS,263,39075.6199999999
263,FOODS,264,36461.98999999969
264,FOODS,265,35703.25999999964
265,FOODS,266,41423.199999999975
266,FOODS,267,51638.14000000039
267,FOODS,268,52868.850000000406
268,FOODS,269,39794.890000000014
269,FOODS,270,35485.609999999644
270,FOODS,271,33501.92999999961
271,FOODS,272,34897.63999999974
272,FOODS,273,41161.3499999999
273,FOODS,274,51041.03000000026
274,FOODS,275,52437.5900000002
275,FOODS,276,35187.94999999969
276,FOODS,277,40271.18999999988
277,FOODS,278,38331.89999999972
278,FOODS,279,43523.26999999998
279,FOODS,280,43843.00000000004
280,FOODS,281,57307.32000000014
281,FOODS,282,64983.81000000024
282,FOODS,283,46034.090000000055
283,FOODS,284,42393.97999999998
284,FOODS,285,44652.17999999998
285,FOODS,286,42252.80999999992
286,FOODS,287,48054.060000000216
287,FOODS,288,57611.610000000255
288,FOODS,289,60097.58000000005
289,FOODS,290,44243.869999999915
290,FOODS,291,45200.49999999996
291,FOODS,292,39854.27999999991
292,FOODS,293,37618.50999999976
293,FOODS,294,41661.68999999994
294,FOODS,295,53470.5000000002
295,FOODS,296,53067.420000000144
296,FOODS,297,41845.02999999995
297,FOODS,298,41619.39000000005
298,FOODS,299,51357.54000000025
299,FOODS,300,32032.369999999664
300,FOODS,301,34637.0699999997
301,FOODS,302,38279.33999999979
302,FOODS,303,43481.73000000004
303,FOODS,304,35775.54999999981
304,FOODS,305,33609.59999999961
305,FOODS,306,32942.12999999963
306,FOODS,307,40389.63
307,FOODS,308,45901.77000000001
308,FOODS,309,60025.880000000405
309,FOODS,310,58500.31000000054
310,FOODS,311,50506.110000000255
311,FOODS,312,47134.23000000016
312,FOODS,313,43583.99000000023
313,FOODS,314,44171.92999999992
314,FOODS,315,48874.74000000027
315,FOODS,316,57136.77000000031
316,FOODS,317,63958.110000000466
317,FOODS,318,51885.30000000026
318,FOODS,319,47702.830000000264
319,FOODS,320,46654.37
320,FOODS,321,52924.76000000025
321,FOODS,322,47950.2000000001
322,FOODS,323,56141.08000000037
323,FOODS,324,54896.65000000032
324,FOODS,325,45995.64000000026
325,FOODS,326,44889.630000000056
326,FOODS,327,44544.76000000005
327,FOODS,328,46366.39000000037
328,FOODS,329,57987.21000000025
329,FOODS,330,52335.170000000275
330,FOODS,331,23.680000000000003
331,FOODS,332,43696.92000000012
332,FOODS,333,39363.45999999994
333,FOODS,334,39216.219999999914
334,FOODS,335,39087.81000000015
335,FOODS,336,52468.770000000404
336,FOODS,337,56716.64000000041
337,FOODS,338,35459.75999999974
338,FOODS,339,54207.090000000324
339,FOODS,340,48235.28000000005
340,FOODS,341,41885.3800000001
341,FOODS,342,48137.080000000155
342,FOODS,343,50514.950000000215
343,FOODS,344,61732.43000000026
344,FOODS,345,65524.15000000044
345,FOODS,346,50507.130000000085
346,FOODS,347,44910.11000000018
347,FOODS,348,49500.38000000024
348,FOODS,349,43567.279999999955
349,FOODS,350,50510.42000000035
350,FOODS,351,61206.2500000002
351,FOODS,352,63198.73000000049
352,FOODS,353,52832.35000000018
353,FOODS,354,38664.89999999994
354,FOODS,355,42312.67000000006
355,FOODS,356,40182.42999999992
356,FOODS,357,44452.95999999997
357,FOODS,358,62112.060000000514
358,FOODS,359,55262.6200000001
359,FOODS,360,40712.849999999955
360,FOODS,361,38521.38999999988
361,FOODS,362,36392.989999999794
362,FOODS,363,36049.45999999979
363,FOODS,364,42266.03000000005
364,FOODS,365,53704.49000000025
365,FOODS,366,55209.87000000069
366,FOODS,367,41396.07000000008
367,FOODS,368,41197.070000000094
368,FOODS,369,47054.21000000027
369,FOODS,370,48288.03000000028
370,FOODS,371,57817.68000000034
371,FOODS,372,70897.2400000005
372,FOODS,373,72354.8900000003
373,FOODS,374,54329.51000000033
374,FOODS,375,49475.58000000011
375,FOODS,376,49223.240000000216
376,FOODS,377,51808.15000000013
377,FOODS,378,51094.50000000025
378,FOODS,379,70466.19000000073
379,FOODS,380,74220.80000000031
380,FOODS,381,59769.97000000038
381,FOODS,382,43483.20000000008
382,FOODS,383,45744.95999999998
383,FOODS,384,42155.21999999988
384,FOODS,385,46603.17000000013
385,FOODS,386,60376.53000000034
386,FOODS,387,60894.44000000027
387,FOODS,388,49882.83000000029
388,FOODS,389,41977.270000000004
389,FOODS,390,39849.94000000004
390,FOODS,391,39907.12999999993
391,FOODS,392,45309.34000000028
392,FOODS,393,56974.55000000038
393,FOODS,394,60316.28000000061
394,FOODS,395,44974.69000000016
395,FOODS,396,39565.39999999999
396,FOODS,397,39231.42000000001
397,FOODS,398,48858.85000000015
398,FOODS,399,53344.15000000033
399,FOODS,400,68431.7300000004
400,FOODS,401,67403.27000000054
401,FOODS,402,58118.24000000043
402,FOODS,403,56296.03000000038
403,FOODS,404,50261.10000000043
404,FOODS,405,51518.990000000245
405,FOODS,406,56959.65000000041
406,FOODS,407,66863.77000000043
407,FOODS,408,71927.1000000004
408,FOODS,409,58321.130000000376
409,FOODS,410,50690.15000000027
410,FOODS,411,47505.56000000022
411,FOODS,412,53791.750000000146
412,FOODS,413,51695.52000000023
413,FOODS,414,62302.08000000049
414,FOODS,415,64099.27000000031
415,FOODS,416,48696.33000000027
416,FOODS,417,41942.21999999996
417,FOODS,418,43155.36000000008
418,FOODS,419,42741.7400000002
419,FOODS,420,46627.32000000014
420,FOODS,421,60725.750000000364
421,FOODS,422,63937.030000000515
422,FOODS,423,47033.42000000013
423,FOODS,424,40529.050000000076
424,FOODS,425,41030.90000000004
425,FOODS,426,39153.7
426,FOODS,427,49461.39000000027
427,FOODS,428,59726.58000000028
428,FOODS,429,67605.43000000044
429,FOODS,430,53154.50000000026
430,FOODS,431,57377.560000000245
431,FOODS,432,48395.250000000335
432,FOODS,433,53735.780000000406
433,FOODS,434,65808.11000000055
434,FOODS,435,77997.74
435,FOODS,436,63138.81000000033
436,FOODS,437,55310.16000000037
437,FOODS,438,49324.80000000044
438,FOODS,439,50520.03000000027
439,FOODS,440,49335.0700000003
440,FOODS,441,53027.22000000023
441,FOODS,442,63327.59000000045
442,FOODS,443,67198.27000000035
443,FOODS,444,46712.41000000019
444,FOODS,445,44515.15000000013
445,FOODS,446,41691.72000000011
446,FOODS,447,40765.26000000011
447,FOODS,448,46398.42000000035
448,FOODS,449,60267.38000000054
449,FOODS,450,61576.49000000064
450,FOODS,451,44590.54000000027
451,FOODS,452,41593.35000000018
452,FOODS,453,40264.42999999991
453,FOODS,454,40554.660000000105
454,FOODS,455,46501.99000000015
455,FOODS,456,56172.3200000004
456,FOODS,457,60802.13000000056
457,FOODS,458,45323.09000000017
458,FOODS,459,49664.51000000024
459,FOODS,460,49217.000000000065
460,FOODS,461,54700.270000000295
461,FOODS,462,55016.7100000005
462,FOODS,463,67575.35000000044
463,FOODS,464,73244.52000000032
464,FOODS,465,60591.99000000062
465,FOODS,466,53839.20000000034
466,FOODS,467,55136.61000000036
467,FOODS,468,50756.220000000256
468,FOODS,469,58166.30000000029
469,FOODS,470,71889.62000000034
470,FOODS,471,59512.720000000474
471,FOODS,472,55461.40000000038
472,FOODS,473,56639.05000000033
473,FOODS,474,49865.80000000034
474,FOODS,475,47538.88000000027
475,FOODS,476,54894.15000000042
476,FOODS,477,63353.13000000067
477,FOODS,478,68004.62000000075
478,FOODS,479,48773.820000000196
479,FOODS,480,45988.51000000017
480,FOODS,481,43967.820000000276
481,FOODS,482,46244.12000000029
482,FOODS,483,55352.62000000044
483,FOODS,484,61704.810000000565
484,FOODS,485,56927.82000000055
485,FOODS,486,55588.690000000504
486,FOODS,487,45659.68000000033
487,FOODS,488,44615.57000000037
488,FOODS,489,45442.560000000274
489,FOODS,490,59800.060000000536
490,FOODS,491,71411.21000000059
491,FOODS,492,75699.2000000006
492,FOODS,493,56322.65000000041
493,FOODS,494,59458.61000000042
494,FOODS,495,59399.12000000049
495,FOODS,496,57988.31000000055
496,FOODS,497,63338.59000000048
497,FOODS,498,74917.51000000039
498,FOODS,499,72668.00000000051
499,FOODS,500,66343.69000000042
500,FOODS,501,59847.50000000022
501,FOODS,502,53918.03000000034
502,FOODS,503,55988.59000000041
503,FOODS,504,68272.43000000031
504,FOODS,505,70022.63000000054
505,FOODS,506,63112.65000000052
506,FOODS,507,54996.160000000185
507,FOODS,508,50924.410000000375
508,FOODS,509,49868.27000000036
509,FOODS,510,49143.97000000038
510,FOODS,511,56638.59000000039
511,FOODS,512,61637.1100000006
512,FOODS,513,65013.760000000475
513,FOODS,514,50853.23000000052
514,FOODS,515,45590.50000000026
515,FOODS,516,44539.92000000006
516,FOODS,517,46185.92000000023
517,FOODS,518,55954.54000000039
518,FOODS,519,59848.67000000042
519,FOODS,520,66203.79000000058
520,FOODS,521,59082.540000000394
521,FOODS,522,66878.59000000039
522,FOODS,523,55712.07000000032
523,FOODS,524,57906.350000000384
524,FOODS,525,66578.33000000047
525,FOODS,526,69672.03000000042
526,FOODS,527,72562.14000000042
527,FOODS,528,63391.80000000041
528,FOODS,529,55333.66000000038
529,FOODS,530,56582.72000000048
530,FOODS,531,56894.220000000394
531,FOODS,532,59846.4500000004
532,FOODS,533,69440.76000000043
533,FOODS,534,75548.36000000025
534,FOODS,535,54359.95000000032
535,FOODS,536,50557.390000000254
536,FOODS,537,45684.260000000104
537,FOODS,538,48927.4700000004
538,FOODS,539,55754.360000000415
539,FOODS,540,61707.58000000039
540,FOODS,541,63874.730000000476
541,FOODS,542,49276.340000000164
542,FOODS,543,47604.12000000039
543,FOODS,544,45992.940000000315
544,FOODS,545,45296.58000000025
545,FOODS,546,51070.11000000029
546,FOODS,547,54555.08000000029
547,FOODS,548,58095.70000000046
548,FOODS,549,45970.49000000031
549,FOODS,550,45791.32000000038
550,FOODS,551,52757.47000000027
551,FOODS,552,56352.23000000028
552,FOODS,553,64716.830000000446
553,FOODS,554,65729.66000000059
554,FOODS,555,72291.3600000006
555,FOODS,556,62745.55000000053
556,FOODS,557,54166.390000000465
557,FOODS,558,54501.62000000029
558,FOODS,559,60035.550000000476
559,FOODS,560,58531.63000000061
560,FOODS,561,71361.57000000017
561,FOODS,562,75765.56000000033
562,FOODS,563,58891.580000000475
563,FOODS,564,55959.31000000059
564,FOODS,565,59937.15000000035
565,FOODS,566,55532.17000000019
566,FOODS,567,56347.35000000047
567,FOODS,568,66831.13000000048
568,FOODS,569,69925.8700000005
569,FOODS,570,52732.05000000036
570,FOODS,571,47789.94000000034
571,FOODS,572,45622.700000000186
572,FOODS,573,44600.94000000027
573,FOODS,574,51652.940000000424
574,FOODS,575,61794.33000000033
575,FOODS,576,66113.8200000008
576,FOODS,577,49241.730000000374
577,FOODS,578,44750.24000000017
578,FOODS,579,42281.84000000009
579,FOODS,580,43773.870000000315
580,FOODS,581,54902.88000000053
581,FOODS,582,67664.04000000056
582,FOODS,583,68782.34000000033
583,FOODS,584,74027.24000000027
584,FOODS,585,50497.07000000031
585,FOODS,586,54284.1400000004
586,FOODS,587,54118.15000000015
587,FOODS,588,56140.0500000004
588,FOODS,589,70079.18000000031
589,FOODS,590,78203.41000000037
590,FOODS,591,54532.95000000043
591,FOODS,592,53689.350000000384
592,FOODS,593,53046.750000000175
593,FOODS,594,49516.91000000042
594,FOODS,595,56989.57000000037
595,FOODS,596,73175.51000000031
596,FOODS,597,70835.4300000004
597,FOODS,598,50911.810000000405
598,FOODS,599,45513.8900000001
599,FOODS,600,42461.700000000135
600,FOODS,601,44524.080000000184
601,FOODS,602,51206.93000000036
602,FOODS,603,63168.45000000061
603,FOODS,604,64249.480000000505
604,FOODS,605,46039.18000000037
605,FOODS,606,43508.21000000004
606,FOODS,607,42198.600000000166
607,FOODS,608,42099.95000000006
608,FOODS,609,49403.91000000034
609,FOODS,610,62340.76000000049
610,FOODS,611,63936.930000000524
611,FOODS,612,53885.98000000044
612,FOODS,613,54938.59000000037
613,FOODS,614,56598.18000000025
614,FOODS,615,48463.040000000314
615,FOODS,616,56251.84000000035
616,FOODS,617,70988.02000000031
617,FOODS,618,68240.5800000005
618,FOODS,619,55716.67000000049
619,FOODS,620,53571.4200000003
620,FOODS,621,48240.69000000015
621,FOODS,622,49263.93000000016
622,FOODS,623,56017.10000000032
623,FOODS,624,64226.66000000055
624,FOODS,625,68117.87000000032
625,FOODS,626,56971.95000000025
626,FOODS,627,43591.56999999994
627,FOODS,628,41262.330000000155
628,FOODS,629,40128.13999999993
629,FOODS,630,45378.66000000017
630,FOODS,631,55456.62000000053
631,FOODS,632,56033.66000000045
632,FOODS,633,40546.40000000006
633,FOODS,634,38116.20999999997
634,FOODS,635,36399.76999999992
635,FOODS,636,35985.3899999998
636,FOODS,637,48028.6300000003
637,FOODS,638,57286.61000000041
638,FOODS,639,57619.380000000405
639,FOODS,640,43107.13000000029
640,FOODS,641,44273.9400000002
641,FOODS,642,40396.669999999984
642,FOODS,643,44885.37000000026
643,FOODS,644,53308.37000000028
644,FOODS,645,69876.97000000038
645,FOODS,646,66238.00000000074
646,FOODS,647,55705.11000000023
647,FOODS,648,51623.930000000386
648,FOODS,649,49218.76000000037
649,FOODS,650,52243.68000000012
650,FOODS,651,59881.82000000059
651,FOODS,652,68306.14000000057
652,FOODS,653,73036.98000000042
653,FOODS,654,57223.44000000032
654,FOODS,655,48173.67000000004
655,FOODS,656,47526.3100000001
656,FOODS,657,51357.88000000022
657,FOODS,658,51884.060000000216
658,FOODS,659,63970.20000000031
659,FOODS,660,60085.26000000061
660,FOODS,661,47230.0400000003
661,FOODS,662,49938.580000000344
662,FOODS,663,57619.200000000455
663,FOODS,664,37038.44999999986
664,FOODS,665,33914.39999999965
665,FOODS,666,45263.440000000126
666,FOODS,667,51281.570000000436
667,FOODS,668,41457.69999999995
668,FOODS,669,38975.769999999866
669,FOODS,670,36810.66999999973
670,FOODS,671,37229.30999999972
671,FOODS,672,44729.77000000006
672,FOODS,673,64230.570000000414
673,FOODS,674,66550.74000000044
674,FOODS,675,58503.590000000375
675,FOODS,676,47326.96000000008
676,FOODS,677,52851.92000000022
677,FOODS,678,52295.810000000085
678,FOODS,679,54425.20000000046
679,FOODS,680,67941.77000000038
680,FOODS,681,74209.9200000005
681,FOODS,682,54052.240000000405
682,FOODS,683,53168.10000000014
683,FOODS,684,53032.810000000085
684,FOODS,685,48854.52000000018
685,FOODS,686,56835.11000000028
686,FOODS,687,70274.77000000022
687,FOODS,688,66352.0400000005
688,FOODS,689,52592.80000000032
689,FOODS,690,51953.58000000026
690,FOODS,691,53818.18000000037
691,FOODS,692,53061.06000000021
692,FOODS,693,52696.91000000017
693,FOODS,694,64905.37000000048
694,FOODS,695,64128.9200000006
695,FOODS,696,55627.26000000057
696,FOODS,697,24.729999999999997
697,FOODS,698,45531.17000000014
698,FOODS,699,43683.080000000155
699,FOODS,700,48371.22000000022
700,FOODS,701,54909.92000000038
701,FOODS,702,54418.67000000044
702,FOODS,703,59458.24000000023
703,FOODS,704,38186.10999999985
704,FOODS,705,52344.38000000048
705,FOODS,706,59075.14000000034
706,FOODS,707,52562.64000000043
707,FOODS,708,69718.58000000023
708,FOODS,709,75856.91000000031
709,FOODS,710,57757.19000000027
710,FOODS,711,54377.89000000029
711,FOODS,712,54819.96999999998
712,FOODS,713,52164.310000000485
713,FOODS,714,61106.7000000003
714,FOODS,715,78787.49000000033
715,FOODS,716,71465.31000000036
716,FOODS,717,56078.94000000032
717,FOODS,718,56765.090000000324
718,FOODS,719,48693.310000000216
719,FOODS,720,48391.610000000204
720,FOODS,721,53138.11000000042
721,FOODS,722,68906.13000000051
722,FOODS,723,61438.00000000059
723,FOODS,724,51509.10000000041
724,FOODS,725,42818.37
725,FOODS,726,40968.26999999983
726,FOODS,727,39854.339999999735
727,FOODS,728,46490.390000000276
728,FOODS,729,62489.700000000565
729,FOODS,730,61014.390000000734
730,FOODS,731,44640.420000000166
731,FOODS,732,40389.41
732,FOODS,733,37534.659999999894
733,FOODS,734,41212.0399999999
734,FOODS,735,58343.90000000065
735,FOODS,736,80258.2300000007
736,FOODS,737,71344.23000000037
737,FOODS,738,47443.48000000032
738,FOODS,739,54335.530000000435
739,FOODS,740,55316.09000000019
740,FOODS,741,49424.54000000037
741,FOODS,742,58443.09000000046
742,FOODS,743,76869.9200000005
743,FOODS,744,71592.13000000041
744,FOODS,745,62083.84000000052
745,FOODS,746,61046.24000000042
746,FOODS,747,64578.81000000063
747,FOODS,748,49300.28000000031
748,FOODS,749,59960.190000000235
749,FOODS,750,67334.98000000053
750,FOODS,751,69025.85000000054
751,FOODS,752,54405.07000000042
752,FOODS,753,44718.71000000006
753,FOODS,754,46890.430000000044
754,FOODS,755,47819.83000000033
755,FOODS,756,48896.09000000034
756,FOODS,757,62913.9200000006
757,FOODS,758,68466.35000000069
758,FOODS,759,50674.73000000058
759,FOODS,760,42988.84000000025
760,FOODS,761,41864.640000000065
761,FOODS,762,44631.97000000013
762,FOODS,763,58164.5900000006
763,FOODS,764,74988.10000000065
764,FOODS,765,78633.36000000023
765,FOODS,766,57371.96000000047
766,FOODS,767,52650.24000000026
767,FOODS,768,54311.39000000042
768,FOODS,769,49436.83000000036
769,FOODS,770,57073.44000000045
770,FOODS,771,71116.84000000056
771,FOODS,772,70579.50000000058
772,FOODS,773,61954.760000000766
773,FOODS,774,57651.53000000038
774,FOODS,775,52954.06000000044
775,FOODS,776,54287.660000000156
776,FOODS,777,62219.500000000575
777,FOODS,778,68621.82000000059
778,FOODS,779,69421.74000000059
779,FOODS,780,51459.46000000043
780,FOODS,781,46140.69000000025
781,FOODS,782,45789.14000000022
782,FOODS,783,45735.06000000019
783,FOODS,784,51234.060000000434
784,FOODS,785,61805.700000000674
785,FOODS,786,64680.900000000845
786,FOODS,787,47445.34000000045
787,FOODS,788,46484.29000000035
788,FOODS,789,43931.820000000174
789,FOODS,790,46151.00000000022
790,FOODS,791,57384.960000000596
791,FOODS,792,70905.64000000052
792,FOODS,793,55035.130000000645
793,FOODS,794,49947.05000000041
794,FOODS,795,52362.430000000306
795,FOODS,796,54500.40000000036
796,FOODS,797,49239.410000000404
797,FOODS,798,58563.00000000023
798,FOODS,799,72450.76000000043
799,FOODS,800,73350.78000000062
800,FOODS,801,56113.85000000039
801,FOODS,802,54257.67000000042
802,FOODS,803,49311.1300000005
803,FOODS,804,53621.24000000049
804,FOODS,805,57413.880000000434
805,FOODS,806,67317.67000000048
806,FOODS,807,68123.1600000007
807,FOODS,808,56079.160000000295
808,FOODS,809,48883.860000000364
809,FOODS,810,45865.280000000224
810,FOODS,811,43654.9100000002
811,FOODS,812,50154.150000000685
812,FOODS,813,60378.92000000082
813,FOODS,814,61292.710000000785
814,FOODS,815,46169.98000000028
815,FOODS,816,41723.5900000001
816,FOODS,817,41594.19999999998
817,FOODS,818,40737.190000000046
818,FOODS,819,46331.11000000029
819,FOODS,820,52744.64000000052
820,FOODS,821,60278.530000000675
821,FOODS,822,43100.76000000022
822,FOODS,823,43014.69000000025
