,store_id,d,revenue
421,CA_1,422,14541.029999999962
422,CA_1,423,9213.499999999965
423,CA_1,424,7763.08999999998
424,CA_1,425,7865.559999999964
425,CA_1,426,7292.6699999999855
426,CA_1,427,11695.479999999947
427,CA_1,428,13622.789999999963
428,CA_1,429,14865.99999999998
429,CA_1,430,10278.539999999955
430,CA_1,431,10559.219999999961
431,CA_1,432,9742.439999999968
432,CA_1,433,10902.539999999959
433,CA_1,434,13556.539999999968
434,CA_1,435,15784.699999999966
435,CA_1,436,10620.179999999964
436,CA_1,437,11233.429999999977
437,CA_1,438,10281.26999999996
438,CA_1,439,8993.159999999969
439,CA_1,440,8801.169999999973
440,CA_1,441,10306.29999999996
441,CA_1,442,13982.889999999978
442,CA_1,443,13642.019999999946
443,CA_1,444,8948.589999999967
444,CA_1,445,7736.859999999984
445,CA_1,446,7769.2399999999725
446,CA_1,447,8561.929999999978
447,CA_1,448,10639.709999999957
448,CA_1,449,13587.409999999956
449,CA_1,450,14054.169999999967
450,CA_1,451,8418.15999999997
451,CA_1,452,8575.229999999978
452,CA_1,453,7955.429999999972
453,CA_1,454,8427.469999999981
454,CA_1,455,10541.749999999965
455,CA_1,456,12853.309999999947
456,CA_1,457,13805.149999999961
457,CA_1,458,9314.149999999976
458,CA_1,459,10164.20999999996
459,CA_1,460,9267.389999999968
460,CA_1,461,10380.38999999996
461,CA_1,462,11205.099999999942
462,CA_1,463,12120.769999999962
463,CA_1,464,15085.299999999972
464,CA_1,465,12077.369999999968
465,CA_1,466,9774.509999999973
466,CA_1,467,9812.599999999968
467,CA_1,468,10430.459999999965
468,CA_1,469,11437.779999999966
469,CA_1,470,15544.699999999984
470,CA_1,471,12287.00999999996
471,CA_1,472,9284.729999999969
472,CA_1,473,9949.269999999959
473,CA_1,474,9392.549999999965
474,CA_1,475,9173.659999999969
475,CA_1,476,10926.47999999996
476,CA_1,477,13396.699999999946
477,CA_1,478,15538.939999999973
478,CA_1,479,10235.099999999968
479,CA_1,480,7690.86999999998
480,CA_1,481,8217.58999999997
481,CA_1,482,9109.169999999971
482,CA_1,483,11706.50999999996
483,CA_1,484,12770.299999999967
484,CA_1,485,12817.289999999955
485,CA_1,486,11595.149999999967
486,CA_1,487,8616.589999999967
487,CA_1,488,8150.439999999966
488,CA_1,489,9363.569999999954
489,CA_1,490,12526.889999999932
490,CA_1,491,15429.349999999953
491,CA_1,492,15005.609999999979
492,CA_1,493,11643.669999999958
493,CA_1,494,10570.979999999958
494,CA_1,495,9933.51999999996
495,CA_1,496,10264.779999999959
496,CA_1,497,11774.249999999962
497,CA_1,498,14007.139999999952
498,CA_1,499,14679.33999999997
499,CA_1,500,11557.95999999996
500,CA_1,501,10213.929999999953
501,CA_1,502,9595.899999999963
502,CA_1,503,10346.039999999959
503,CA_1,504,12875.93999999996
504,CA_1,505,14548.919999999946
505,CA_1,506,12402.90999999996
506,CA_1,507,10439.25999999996
507,CA_1,508,9473.779999999966
508,CA_1,509,9406.749999999964
509,CA_1,510,9768.639999999967
510,CA_1,511,13481.679999999942
511,CA_1,512,13361.619999999943
512,CA_1,513,14233.359999999955
513,CA_1,514,10308.049999999956
514,CA_1,515,8845.519999999957
515,CA_1,516,8595.389999999963
516,CA_1,517,9071.849999999966
517,CA_1,518,11670.239999999965
518,CA_1,519,14755.229999999987
519,CA_1,520,15556.499999999982
520,CA_1,521,12090.279999999968
521,CA_1,522,12671.13999999997
522,CA_1,523,9843.619999999963
523,CA_1,524,9789.089999999958
524,CA_1,525,12483.569999999963
525,CA_1,526,13576.129999999943
526,CA_1,527,14977.32999999998
527,CA_1,528,12050.429999999951
528,CA_1,529,10563.08999999997
529,CA_1,530,10124.789999999964
530,CA_1,531,10391.439999999946
531,CA_1,532,12656.399999999956
532,CA_1,533,13957.229999999954
533,CA_1,534,14290.989999999958
534,CA_1,535,10299.479999999974
535,CA_1,536,9637.669999999953
536,CA_1,537,9112.87999999997
537,CA_1,538,9622.90999999996
538,CA_1,539,11960.359999999966
539,CA_1,540,13682.639999999918
540,CA_1,541,15272.929999999951
541,CA_1,542,10263.919999999955
542,CA_1,543,9410.269999999971
543,CA_1,544,9064.189999999971
544,CA_1,545,10129.359999999948
545,CA_1,546,10623.959999999954
546,CA_1,547,11493.869999999952
547,CA_1,548,11694.669999999951
548,CA_1,549,9851.53999999994
549,CA_1,550,9599.959999999946
550,CA_1,551,10706.299999999957
551,CA_1,552,11667.63999999996
552,CA_1,553,12420.039999999955
553,CA_1,554,14479.649999999963
554,CA_1,555,16330.669999999967
555,CA_1,556,12133.259999999957
556,CA_1,557,10972.209999999954
557,CA_1,558,10900.129999999965
558,CA_1,559,10551.419999999956
559,CA_1,560,12426.529999999955
560,CA_1,561,15320.689999999979
561,CA_1,562,14617.739999999962
562,CA_1,563,10590.239999999967
563,CA_1,564,10493.53999999996
564,CA_1,565,10005.489999999965
565,CA_1,566,10720.809999999943
566,CA_1,567,12009.149999999949
567,CA_1,568,16589.089999999964
568,CA_1,569,16944.75999999998
569,CA_1,570,11672.049999999974
570,CA_1,571,10016.759999999953
571,CA_1,572,9048.98999999995
572,CA_1,573,9279.709999999955
573,CA_1,574,10577.819999999942
574,CA_1,575,14191.199999999955
575,CA_1,576,15241.619999999977
576,CA_1,577,9784.79999999997
577,CA_1,578,9025.819999999967
578,CA_1,579,8471.009999999967
579,CA_1,580,9418.939999999962
580,CA_1,581,11499.339999999958
581,CA_1,582,16758.269999999953
582,CA_1,583,15139.329999999965
583,CA_1,584,14490.129999999946
584,CA_1,585,10519.869999999954
585,CA_1,586,9730.019999999953
586,CA_1,587,9260.849999999957
587,CA_1,588,11402.95999999995
588,CA_1,589,13531.479999999961
589,CA_1,590,16836.569999999963
590,CA_1,591,10374.719999999976
591,CA_1,592,9065.399999999967
592,CA_1,593,8741.649999999956
593,CA_1,594,9452.929999999968
594,CA_1,595,11393.469999999947
595,CA_1,596,14289.639999999961
596,CA_1,597,15138.17999999996
597,CA_1,598,9517.849999999966
598,CA_1,599,9377.039999999954
599,CA_1,600,8181.579999999967
600,CA_1,601,8505.889999999968
601,CA_1,602,11189.059999999943
602,CA_1,603,14127.179999999968
603,CA_1,604,14761.749999999947
604,CA_1,605,9202.52999999996
605,CA_1,606,8432.279999999966
606,CA_1,607,7921.79999999997
607,CA_1,608,7814.189999999976
608,CA_1,609,10507.139999999947
609,CA_1,610,13294.519999999962
610,CA_1,611,14627.859999999951
611,CA_1,612,11213.619999999959
612,CA_1,613,10500.819999999952
613,CA_1,614,9951.69999999997
614,CA_1,615,9142.619999999966
615,CA_1,616,10341.629999999943
616,CA_1,617,13746.909999999976
617,CA_1,618,15310.959999999961
618,CA_1,619,12145.849999999964
619,CA_1,620,9664.359999999973
620,CA_1,621,8708.259999999975
621,CA_1,622,8636.349999999966
622,CA_1,623,10190.109999999951
623,CA_1,624,12337.049999999974
624,CA_1,625,13411.739999999969
625,CA_1,626,9482.90999999996
626,CA_1,627,7915.40999999997
627,CA_1,628,7807.399999999974
628,CA_1,629,7833.039999999973
629,CA_1,630,9635.979999999969
630,CA_1,631,12639.859999999977
631,CA_1,632,13314.169999999962
632,CA_1,633,8407.379999999972
633,CA_1,634,8105.269999999961
634,CA_1,635,6663.889999999981
635,CA_1,636,7873.859999999962
636,CA_1,637,9007.83999999996
637,CA_1,638,12350.149999999961
638,CA_1,639,12325.489999999958
639,CA_1,640,8862.179999999958
640,CA_1,641,8402.19999999997
641,CA_1,642,6332.099999999979
642,CA_1,643,8979.08999999996
643,CA_1,644,10751.049999999957
644,CA_1,645,14255.639999999954
645,CA_1,646,14687.539999999939
646,CA_1,647,10337.359999999966
647,CA_1,648,8493.149999999965
648,CA_1,649,8944.529999999984
649,CA_1,650,9035.929999999973
650,CA_1,651,11230.989999999943
651,CA_1,652,14820.219999999947
652,CA_1,653,13656.419999999962
653,CA_1,654,10499.42999999996
654,CA_1,655,8204.62999999997
655,CA_1,656,7179.529999999977
656,CA_1,657,8209.379999999956
657,CA_1,658,9852.119999999943
658,CA_1,659,13543.639999999954
659,CA_1,660,12868.709999999974
660,CA_1,661,9609.939999999966
661,CA_1,662,10029.82999999996
662,CA_1,663,10535.019999999951
663,CA_1,664,5179.840000000005
664,CA_1,665,6616.439999999986
665,CA_1,666,8623.72999999996
666,CA_1,667,10720.809999999954
667,CA_1,668,8317.999999999967
668,CA_1,669,7871.089999999968
669,CA_1,670,6862.609999999972
670,CA_1,671,6662.369999999971
671,CA_1,672,9135.339999999947
672,CA_1,673,14426.159999999953
673,CA_1,674,11960.159999999945
674,CA_1,675,10682.089999999964
675,CA_1,676,8760.019999999959
676,CA_1,677,8290.19999999997
677,CA_1,678,9028.269999999944
678,CA_1,679,10830.209999999961
679,CA_1,680,13484.70999999997
680,CA_1,681,13332.339999999951
681,CA_1,682,10677.94999999996
682,CA_1,683,8928.26999999996
683,CA_1,684,8108.439999999974
684,CA_1,685,8169.77999999997
685,CA_1,686,9959.389999999958
686,CA_1,687,13186.129999999923
687,CA_1,688,13320.06999999995
688,CA_1,689,9249.48999999997
689,CA_1,690,9732.32999999996
690,CA_1,691,8373.469999999967
691,CA_1,692,9623.609999999959
692,CA_1,693,10638.279999999957
693,CA_1,694,12493.609999999951
694,CA_1,695,11498.569999999958
695,CA_1,696,9043.389999999961
696,CA_1,697,0.0
697,CA_1,698,8153.45999999997
698,CA_1,699,8981.08999999996
699,CA_1,700,10153.689999999931
700,CA_1,701,11744.309999999947
701,CA_1,702,11993.61999999995
702,CA_1,703,10313.65999999995
703,CA_1,704,7200.359999999969
704,CA_1,705,10151.679999999944
705,CA_1,706,10404.709999999961
706,CA_1,707,11417.169999999953
707,CA_1,708,13138.67999999995
708,CA_1,709,13987.479999999954
709,CA_1,710,10353.21999999994
710,CA_1,711,8952.269999999966
711,CA_1,712,8081.179999999974
712,CA_1,713,9068.589999999951
713,CA_1,714,11072.049999999947
714,CA_1,715,13612.129999999957
715,CA_1,716,12982.779999999942
716,CA_1,717,8820.699999999963
717,CA_1,718,8397.169999999976
718,CA_1,719,7859.969999999968
719,CA_1,720,8227.679999999966
720,CA_1,721,10641.369999999948
721,CA_1,722,13801.369999999952
722,CA_1,723,11746.329999999947
723,CA_1,724,10256.679999999942
724,CA_1,725,8078.97999999996
725,CA_1,726,7286.919999999967
726,CA_1,727,7669.619999999961
727,CA_1,728,9714.019999999951
728,CA_1,729,13697.049999999961
729,CA_1,730,13241.139999999954
730,CA_1,731,8394.77999999996
731,CA_1,732,7927.739999999967
732,CA_1,733,6945.529999999974
733,CA_1,734,8942.429999999944
734,CA_1,735,12213.26999999994
735,CA_1,736,17420.61999999993
736,CA_1,737,11846.95999999996
737,CA_1,738,9022.23999999996
738,CA_1,739,8954.939999999957
739,CA_1,740,9010.709999999968
740,CA_1,741,10321.989999999938
741,CA_1,742,11592.899999999925
742,CA_1,743,15980.409999999934
743,CA_1,744,15983.639999999974
744,CA_1,745,11174.399999999956
745,CA_1,746,9295.81999999995
746,CA_1,747,9858.449999999953
747,CA_1,748,7871.30999999997
748,CA_1,749,11835.179999999933
749,CA_1,750,13935.539999999952
750,CA_1,751,14199.149999999954
751,CA_1,752,11899.44999999995
752,CA_1,753,7946.289999999968
753,CA_1,754,9210.86999999995
754,CA_1,755,9711.48999999996
755,CA_1,756,11814.289999999939
756,CA_1,757,14152.929999999933
757,CA_1,758,14085.029999999946
758,CA_1,759,10008.459999999934
759,CA_1,760,7991.349999999962
760,CA_1,761,8171.75999999996
761,CA_1,762,8839.359999999951
762,CA_1,763,11951.539999999943
763,CA_1,764,16208.529999999937
764,CA_1,765,16681.549999999952
765,CA_1,766,10782.309999999947
766,CA_1,767,9220.659999999954
767,CA_1,768,8997.309999999958
768,CA_1,769,8866.699999999955
769,CA_1,770,11552.249999999944
770,CA_1,771,14547.259999999958
771,CA_1,772,14185.91999999994
772,CA_1,773,10573.459999999945
773,CA_1,774,8880.329999999964
774,CA_1,775,8490.469999999958
775,CA_1,776,9109.649999999958
776,CA_1,777,11503.999999999949
777,CA_1,778,14803.769999999937
778,CA_1,779,14486.319999999952
779,CA_1,780,9153.939999999966
780,CA_1,781,8265.649999999969
781,CA_1,782,9093.279999999966
782,CA_1,783,8861.629999999957
783,CA_1,784,11678.699999999952
784,CA_1,785,13490.939999999942
785,CA_1,786,14651.109999999924
786,CA_1,787,10253.709999999952
787,CA_1,788,8846.319999999949
788,CA_1,789,8921.929999999958
789,CA_1,790,9790.879999999945
790,CA_1,791,12486.30999999995
791,CA_1,792,16444.479999999956
792,CA_1,793,11437.909999999953
793,CA_1,794,9728.319999999954
794,CA_1,795,10083.919999999951
795,CA_1,796,10630.279999999944
796,CA_1,797,10550.899999999938
797,CA_1,798,11869.32999999995
798,CA_1,799,14955.499999999933
799,CA_1,800,15854.95999999996
800,CA_1,801,11104.479999999938
801,CA_1,802,10703.439999999946
802,CA_1,803,9791.98999999995
803,CA_1,804,9747.909999999927
804,CA_1,805,10593.099999999942
805,CA_1,806,13318.909999999947
806,CA_1,807,14335.149999999925
807,CA_1,808,10127.499999999956
808,CA_1,809,8329.049999999968
809,CA_1,810,8966.569999999949
810,CA_1,811,8716.749999999969
811,CA_1,812,11248.02999999994
812,CA_1,813,14317.849999999939
813,CA_1,814,14566.469999999963
814,CA_1,815,10610.25999999994
815,CA_1,816,8996.509999999958
816,CA_1,817,9444.139999999954
817,CA_1,818,9213.099999999951
818,CA_1,819,11298.639999999938
819,CA_1,820,13507.679999999935
820,CA_1,821,14192.839999999951
